	token0	token1	token2	token3	token4	token5	token6	token7	token8	token9
633	4	0	1	3	3	2	5	5	5	5
634	0	1	3	3	2	5	5	5	5	5
635	4	0	1	3	2	3	5	5	5	5
636	0	1	3	3	2	3	3	5	5	5
637	0	1	3	2	5	5	5	5	5	5
638	4	4	4	0	1	3	2	3	5	5
639	0	1	3	3	2	5	3	5	5	5
640	4	0	1	3	3	2	3	5	5	5
641	0	1	3	2	5	5	5	5	5	5
642	4	0	1	3	2	5	5	5	5	5
643	4	0	1	3	3	2	3	5	5	5
644	4	0	1	3	2	5	3	5	5	5
645	0	1	3	3	2	3	5	5	5	5
646	0	1	3	3	2	5	3	5	5	5
647	4	4	0	1	3	3	2	5	3	3
648	4	0	1	3	3	2	3	5	5	5
649	4	4	4	0	1	3	3	2	3	5
650	0	1	3	2	4	3	5	5	5	5
651	4	0	1	3	2	3	3	5	5	5
652	4	4	4	0	1	3	2	3	5	5
653	4	0	1	3	2	3	5	5	5	5
654	4	4	0	1	3	2	5	5	5	5
655	0	1	3	3	2	3	5	5	5	5
656	0	1	3	3	2	5	5	5	5	5
657	0	1	3	3	2	5	3	5	5	5
658	0	1	3	3	2	3	5	5	5	5
659	0	1	3	3	2	5	5	5	5	5
660	4	0	1	3	2	3	3	5	5	5
661	0	1	3	2	5	3	3	5	5	5
662	4	0	1	3	2	3	3	5	5	5
663	0	1	3	2	3	5	5	5	5	5
664	0	1	3	2	3	5	5	5	5	5
665	0	1	3	3	2	3	5	5	5	5
666	0	1	3	2	3	3	5	5	5	5
667	4	4	0	1	3	3	2	3	3	5
668	4	4	4	0	1	3	2	3	3	5
669	4	4	4	0	1	3	3	2	5	3
670	4	0	1	3	3	2	3	5	5	5
671	0	1	3	2	5	5	5	5	5	5
672	0	1	3	3	2	3	3	5	5	5
673	4	4	0	1	3	2	5	3	5	5
674	0	1	3	3	2	4	3	5	5	5
675	0	1	3	2	3	5	5	5	5	5
676	0	1	3	2	5	3	3	5	5	5
677	4	0	1	3	3	2	5	3	3	5
678	4	4	0	1	3	2	3	3	5	5
679	4	0	1	3	2	5	5	5	5	5
680	0	1	3	2	4	3	5	5	5	5
681	0	1	3	2	3	3	5	5	5	5
682	4	0	1	3	2	5	3	3	5	5
683	0	1	3	2	4	3	5	5	5	5
684	0	1	3	3	2	3	5	5	5	5
685	0	1	3	3	2	5	5	5	5	5
686	0	1	3	2	5	5	5	5	5	5
687	0	1	3	3	2	3	5	5	5	5
688	4	0	1	3	2	4	3	5	5	5
689	4	4	4	0	1	3	2	5	3	3
690	0	1	3	2	5	5	5	5	5	5
691	4	4	4	0	1	3	3	2	4	3
692	0	1	3	2	3	5	5	5	5	5
693	0	1	3	3	2	5	5	5	5	5
694	0	1	3	3	2	3	3	5	5	5
695	4	0	1	3	2	5	5	5	5	5
696	4	4	0	1	3	2	5	5	5	5
697	0	1	3	3	2	4	3	5	5	5
698	4	0	1	3	2	3	3	5	5	5
699	4	0	1	3	2	3	5	5	5	5
700	0	1	3	2	5	3	5	5	5	5
701	0	1	3	2	5	5	5	5	5	5
702	4	4	0	1	3	3	2	5	3	5
703	4	4	0	1	3	3	2	5	5	5
704	4	4	0	1	3	3	2	5	3	5
705	4	0	1	3	3	2	5	3	3	5
706	4	4	0	1	3	2	3	5	5	5
707	4	0	1	3	3	2	3	5	5	5
708	4	0	1	3	2	5	5	5	5	5
709	0	1	3	3	2	3	5	5	5	5
710	4	4	4	0	1	3	3	2	3	5
711	4	0	1	3	2	3	3	5	5	5
712	4	4	4	0	1	3	2	5	3	5
713	4	4	4	0	1	3	2	4	3	5
714	4	4	0	1	3	3	2	3	5	5
715	4	0	1	3	2	5	3	5	5	5
716	4	4	4	0	1	3	3	2	3	3
717	4	0	1	3	3	2	5	5	5	5
718	4	4	0	1	3	2	5	3	3	5
719	0	1	3	3	2	5	3	3	5	5
720	0	1	3	3	2	3	5	5	5	5
721	0	1	3	3	2	5	5	5	5	5
722	0	1	3	3	2	5	3	3	5	5
723	4	0	1	3	2	3	3	5	5	5
724	4	0	1	3	2	5	3	3	5	5
725	0	1	3	2	4	3	5	5	5	5
726	4	0	1	3	2	5	5	5	5	5
727	4	0	1	3	2	3	5	5	5	5
728	4	4	0	1	3	2	3	5	5	5
729	4	0	1	3	3	2	3	5	5	5
730	0	1	3	3	2	5	5	5	5	5
731	0	1	3	3	2	4	3	5	5	5
732	0	1	3	3	2	3	3	5	5	5
733	4	0	1	3	3	2	3	5	5	5
734	0	1	3	3	2	3	3	5	5	5
735	0	1	3	2	5	5	5	5	5	5
736	4	0	1	3	2	5	3	3	5	5
737	4	0	1	3	3	2	5	5	5	5
738	4	0	1	3	3	2	3	5	5	5
739	4	4	0	1	3	3	2	3	3	5
740	4	4	0	1	3	3	2	5	3	3
741	4	4	0	1	3	2	3	5	5	5
742	0	1	3	3	2	3	3	5	5	5
743	0	1	3	3	2	3	5	5	5	5
744	4	4	0	1	3	2	5	3	3	5
745	4	0	1	3	2	4	3	5	5	5
746	0	1	3	3	2	5	3	5	5	5
747	0	1	3	2	5	3	5	5	5	5
748	4	4	0	1	3	2	5	3	3	5
749	0	1	3	3	2	3	5	5	5	5
750	0	1	3	3	2	4	3	5	5	5
751	0	1	3	2	3	5	5	5	5	5
752	0	1	3	2	3	3	5	5	5	5
753	4	4	0	1	3	3	2	3	5	5
754	4	0	1	3	2	3	5	5	5	5
755	4	0	1	3	3	2	5	3	5	5
756	0	1	3	2	3	5	5	5	5	5
757	4	4	0	1	3	2	5	3	5	5
758	4	4	0	1	3	2	3	5	5	5
759	0	1	3	3	2	5	3	3	5	5
760	0	1	3	2	3	5	5	5	5	5
761	4	0	1	3	2	3	5	5	5	5
762	4	4	4	0	1	3	3	2	3	3
763	0	1	3	2	5	5	5	5	5	5
764	0	1	3	2	5	3	5	5	5	5
765	4	4	4	0	1	3	2	3	5	5
766	0	1	3	2	5	3	5	5	5	5
767	0	1	3	2	3	5	5	5	5	5
768	4	0	1	3	3	2	3	5	5	5
769	4	0	1	3	2	3	5	5	5	5
770	0	1	3	2	5	5	5	5	5	5
771	0	1	3	3	2	3	3	5	5	5
772	4	0	1	3	2	4	3	5	5	5
773	4	0	1	3	2	3	3	5	5	5
774	4	4	0	1	3	2	4	3	5	5
775	4	4	0	1	3	2	5	5	5	5
776	4	4	4	0	1	3	2	5	3	5
777	4	0	1	3	3	2	5	5	5	5
778	0	1	3	2	5	5	5	5	5	5
779	4	4	4	0	1	3	3	2	3	5
780	0	1	3	2	3	5	5	5	5	5
781	4	4	0	1	3	2	5	5	5	5
782	0	1	3	2	3	3	5	5	5	5
783	0	1	3	3	2	5	3	5	5	5
784	4	4	0	1	3	3	2	5	5	5
785	0	1	3	2	3	5	5	5	5	5
786	0	1	3	3	2	4	3	5	5	5
787	0	1	3	2	5	5	5	5	5	5
788	0	1	3	2	3	5	5	5	5	5
789	0	1	3	2	3	5	5	5	5	5
790	4	4	0	1	3	2	5	3	5	5
791	4	0	1	3	3	2	5	5	5	5
792	0	1	3	2	3	5	5	5	5	5
793	4	4	0	1	3	3	2	5	5	5
794	0	1	3	3	2	3	3	5	5	5
795	4	4	0	1	3	3	2	3	3	5
796	0	1	3	3	2	3	5	5	5	5
797	4	4	0	1	3	3	2	5	3	3
798	0	1	3	3	2	4	3	5	5	5
799	4	4	0	1	3	2	4	3	5	5
800	0	1	3	2	3	5	5	5	5	5
801	0	1	3	2	3	5	5	5	5	5
802	4	0	1	3	3	2	4	3	5	5
803	4	4	0	1	3	3	2	5	5	5
804	4	4	4	0	1	3	3	2	4	3
805	4	4	4	0	1	3	3	2	4	3
806	4	4	0	1	3	3	2	5	5	5
807	4	4	0	1	3	2	5	5	5	5
808	4	4	0	1	3	3	2	3	5	5
809	0	1	3	2	5	5	5	5	5	5
810	4	0	1	3	3	2	3	5	5	5
811	0	1	3	3	2	3	3	5	5	5
812	4	4	0	1	3	2	3	5	5	5
813	4	0	1	3	3	2	3	3	5	5
814	4	4	0	1	3	3	2	3	5	5
815	4	4	0	1	3	2	3	5	5	5
816	4	4	4	0	1	3	3	2	3	3
817	0	1	3	2	5	3	3	5	5	5
818	4	0	1	3	3	2	3	5	5	5
819	4	0	1	3	3	2	5	3	3	5
820	4	0	1	3	2	5	3	3	5	5
821	4	0	1	3	3	2	3	3	5	5
822	0	1	3	2	5	3	5	5	5	5
823	0	1	3	2	5	3	5	5	5	5
824	0	1	3	2	3	3	5	5	5	5
825	0	1	3	2	3	3	5	5	5	5
826	0	1	3	3	2	3	3	5	5	5
827	4	4	0	1	3	3	2	5	5	5
828	4	0	1	3	3	2	3	5	5	5
829	4	4	4	0	1	3	2	5	3	5
830	0	1	3	2	3	3	5	5	5	5
831	0	1	3	2	5	3	3	5	5	5
832	4	4	0	1	3	3	2	4	3	5
833	4	0	1	3	3	2	3	3	5	5
834	0	1	3	2	5	3	5	5	5	5
835	4	4	0	1	3	2	3	5	5	5
836	0	1	3	3	2	5	3	3	5	5
837	4	4	0	1	3	2	3	5	5	5
838	4	4	4	0	1	3	2	3	3	5
839	0	1	3	3	2	3	5	5	5	5
840	4	4	0	1	3	3	2	5	3	5
841	4	0	1	3	2	5	5	5	5	5
842	4	0	1	3	2	5	3	3	5	5
843	4	0	1	3	3	2	3	5	5	5
844	4	0	1	3	3	2	3	5	5	5
845	4	0	1	3	3	2	3	5	5	5
846	4	4	4	0	1	3	3	2	3	5
847	0	1	3	3	2	3	3	5	5	5
848	4	0	1	3	2	5	5	5	5	5
849	0	1	3	3	2	5	5	5	5	5
850	0	1	3	2	5	5	5	5	5	5
851	4	4	4	0	1	3	2	4	3	5
852	0	1	3	3	2	5	5	5	5	5
853	4	4	4	0	1	3	3	2	5	5
854	4	4	0	1	3	3	2	3	5	5
855	0	1	3	2	3	3	5	5	5	5
856	4	0	1	3	2	3	5	5	5	5
857	0	1	3	2	3	3	5	5	5	5
858	0	1	3	3	2	3	5	5	5	5
859	0	1	3	3	2	3	3	5	5	5
860	0	1	3	2	3	5	5	5	5	5
861	4	4	0	1	3	3	2	5	5	5
862	0	1	3	2	3	5	5	5	5	5
863	4	0	1	3	3	2	5	5	5	5
864	4	4	0	1	3	2	3	3	5	5
865	4	4	4	0	1	3	3	2	5	5
866	4	4	0	1	3	3	2	3	3	5
867	0	1	3	2	5	5	5	5	5	5
868	4	0	1	3	2	3	3	5	5	5
869	4	0	1	3	3	2	3	3	5	5
870	4	4	0	1	3	2	4	3	5	5
871	4	4	0	1	3	3	2	3	5	5
872	4	0	1	3	3	2	5	5	5	5
873	0	1	3	2	3	3	5	5	5	5
874	4	4	0	1	3	3	2	5	5	5
875	4	0	1	3	2	3	5	5	5	5
876	4	0	1	3	2	4	3	5	5	5
877	0	1	3	3	2	3	3	5	5	5
878	4	0	1	3	2	5	3	5	5	5
879	4	4	4	0	1	3	2	4	3	5
880	4	0	1	3	2	3	3	5	5	5
881	4	4	4	0	1	3	3	2	3	5
882	4	4	0	1	3	2	3	3	5	5
883	4	4	0	1	3	2	3	5	5	5
884	0	1	3	2	5	3	3	5	5	5
885	0	1	3	3	2	5	5	5	5	5
886	4	4	0	1	3	2	5	3	3	5
887	4	0	1	3	3	2	3	5	5	5
888	4	4	0	1	3	2	3	3	5	5
889	0	1	3	2	4	3	5	5	5	5
890	4	0	1	3	3	2	5	5	5	5
891	4	0	1	3	2	5	5	5	5	5
892	4	0	1	3	2	5	5	5	5	5
893	0	1	3	2	5	5	5	5	5	5
894	0	1	3	2	4	3	5	5	5	5
895	0	1	3	2	5	5	5	5	5	5
896	4	4	0	1	3	2	3	5	5	5
897	4	0	1	3	3	2	3	5	5	5
898	4	4	4	0	1	3	3	2	5	3
899	4	4	0	1	3	3	2	5	5	5
900	0	1	3	2	4	3	5	5	5	5
901	0	1	3	3	2	5	5	5	5	5
902	0	1	3	3	2	5	5	5	5	5
903	4	4	4	0	1	3	3	2	3	5
904	4	4	0	1	3	2	5	3	5	5
905	4	0	1	3	3	2	3	3	5	5
906	0	1	3	3	2	5	3	5	5	5
907	4	4	0	1	3	2	4	3	5	5
908	4	4	4	0	1	3	2	5	3	3
909	4	4	0	1	3	2	3	3	5	5
910	4	0	1	3	2	5	5	5	5	5
911	4	4	0	1	3	2	5	3	5	5
912	0	1	3	3	2	5	3	3	5	5
913	4	0	1	3	2	3	3	5	5	5
914	4	4	0	1	3	2	3	3	5	5
915	4	4	4	0	1	3	3	2	3	3
916	0	1	3	2	5	3	5	5	5	5
917	4	4	0	1	3	2	5	5	5	5
918	4	4	0	1	3	2	5	5	5	5
919	4	4	0	1	3	2	4	3	5	5
920	4	4	0	1	3	2	3	3	5	5
921	4	4	0	1	3	2	5	5	5	5
922	4	4	0	1	3	2	5	5	5	5
923	0	1	3	2	3	5	5	5	5	5
924	0	1	3	3	2	5	5	5	5	5
925	4	0	1	3	3	2	3	5	5	5
926	4	4	4	0	1	3	3	2	5	5
927	4	4	0	1	3	2	3	3	5	5
928	0	1	3	2	4	3	5	5	5	5
929	4	4	0	1	3	2	3	3	5	5
930	0	1	3	2	5	5	5	5	5	5
931	4	4	0	1	3	3	2	5	5	5
932	0	1	3	2	3	5	5	5	5	5
933	4	0	1	3	3	2	5	5	5	5
934	0	1	3	2	3	3	5	5	5	5
935	0	1	3	2	3	3	5	5	5	5
936	4	4	4	0	1	3	2	5	5	5
937	4	0	1	3	2	3	5	5	5	5
938	4	4	0	1	3	3	2	5	3	5
939	0	1	3	2	3	3	5	5	5	5
940	4	4	0	1	3	3	2	3	3	5
941	0	1	3	3	2	3	5	5	5	5
942	4	4	4	0	1	3	3	2	5	3
943	0	1	3	2	3	5	5	5	5	5
944	4	0	1	3	2	3	5	5	5	5
945	0	1	3	3	2	5	3	5	5	5
946	4	4	4	0	1	3	2	5	5	5
947	4	0	1	3	2	5	5	5	5	5
948	0	1	3	3	2	3	3	5	5	5
949	4	0	1	3	2	5	3	5	5	5
950	0	1	3	3	2	3	5	5	5	5
951	0	1	3	2	3	3	5	5	5	5
952	0	1	3	2	3	5	5	5	5	5
953	0	1	3	3	2	5	3	5	5	5
954	4	4	4	0	1	3	2	5	3	5
955	4	4	0	1	3	3	2	5	5	5
956	0	1	3	3	2	3	3	5	5	5
957	4	4	0	1	3	2	5	3	3	5
958	0	1	3	2	3	5	5	5	5	5
959	4	4	0	1	3	3	2	3	5	5
960	4	0	1	3	2	5	5	5	5	5
961	4	4	0	1	3	2	3	5	5	5
962	0	1	3	3	2	5	3	5	5	5
963	4	0	1	3	2	3	5	5	5	5
964	4	0	1	3	2	3	5	5	5	5
965	4	0	1	3	3	2	3	5	5	5
966	4	4	0	1	3	2	4	3	5	5
967	4	4	0	1	3	2	5	5	5	5
968	4	4	0	1	3	3	2	5	5	5
969	0	1	3	2	4	3	5	5	5	5
970	4	0	1	3	3	2	5	3	3	5
971	4	4	0	1	3	2	3	5	5	5
972	4	4	0	1	3	3	2	5	3	3
973	0	1	3	2	3	3	5	5	5	5
974	4	0	1	3	2	5	5	5	5	5
975	4	4	0	1	3	2	3	3	5	5
976	0	1	3	2	3	5	5	5	5	5
977	4	0	1	3	2	5	3	3	5	5
978	4	4	0	1	3	2	3	3	5	5
979	0	1	3	3	2	5	3	3	5	5
980	4	4	0	1	3	2	5	3	5	5
981	4	4	0	1	3	2	5	5	5	5
982	4	4	4	0	1	3	3	2	5	3
983	4	0	1	3	3	2	3	5	5	5
984	0	1	3	3	2	4	3	5	5	5
985	0	1	3	2	3	5	5	5	5	5
986	4	0	1	3	2	3	5	5	5	5
987	4	4	4	0	1	3	2	5	5	5
988	4	0	1	3	3	2	5	5	5	5
989	4	4	0	1	3	2	4	3	5	5
990	4	4	0	1	3	3	2	5	3	5
991	4	4	0	1	3	3	2	3	3	5
992	0	1	3	2	3	5	5	5	5	5
993	4	4	0	1	3	2	5	3	3	5
994	0	1	3	2	3	5	5	5	5	5
995	4	4	0	1	3	3	2	3	5	5
996	4	4	0	1	3	3	2	5	3	3
997	4	0	1	3	2	3	5	5	5	5
998	4	4	4	0	1	3	3	2	3	3
999	4	4	0	1	3	3	2	5	5	5
1000	0	1	3	3	2	5	5	5	5	5
1001	4	4	0	1	3	2	3	5	5	5
1002	4	0	1	3	3	2	5	5	5	5
1003	4	4	0	1	3	3	2	5	5	5
1004	4	4	0	1	3	2	3	5	5	5
1005	0	1	3	2	3	5	5	5	5	5
1006	4	4	0	1	3	2	3	5	5	5
1007	0	1	3	3	2	4	3	5	5	5
1008	4	4	0	1	3	3	2	5	3	3
1009	4	4	4	0	1	3	2	3	5	5
1010	4	4	0	1	3	2	3	3	5	5
1011	4	4	0	1	3	2	5	5	5	5
1012	4	4	0	1	3	2	3	5	5	5
1013	0	1	3	3	2	3	5	5	5	5
1014	4	0	1	3	3	2	4	3	5	5
1015	0	1	3	3	2	3	5	5	5	5
1016	4	0	1	3	2	3	5	5	5	5
1017	0	1	3	3	2	5	3	5	5	5
1018	4	0	1	3	3	2	5	5	5	5
1019	4	4	0	1	3	3	2	3	5	5
1020	4	0	1	3	3	2	3	3	5	5
1021	4	4	4	0	1	3	3	2	4	3
1022	0	1	3	2	4	3	5	5	5	5
1023	0	1	3	3	2	5	3	3	5	5
1024	4	4	4	0	1	3	2	3	3	5
1025	4	4	0	1	3	3	2	5	5	5
1026	4	4	0	1	3	2	5	3	5	5
1027	4	4	0	1	3	3	2	3	5	5
1028	4	4	0	1	3	2	5	3	5	5
1029	4	0	1	3	2	5	3	5	5	5
1030	0	1	3	2	5	3	5	5	5	5
1031	0	1	3	2	5	5	5	5	5	5
1032	4	0	1	3	2	5	3	5	5	5
1033	0	1	3	2	5	5	5	5	5	5
1034	4	4	0	1	3	2	3	3	5	5
1035	4	4	0	1	3	2	5	3	5	5
1036	0	1	3	2	5	3	3	5	5	5
1037	4	4	4	0	1	3	2	5	5	5
1038	4	4	0	1	3	2	3	5	5	5
1039	4	0	1	3	3	2	4	3	5	5
1040	0	1	3	3	2	3	3	5	5	5
1041	4	4	0	1	3	3	2	3	5	5
1042	0	1	3	2	3	3	5	5	5	5
1043	4	4	4	0	1	3	2	3	5	5
1044	4	4	4	0	1	3	2	3	3	5
1045	4	4	0	1	3	2	5	3	3	5
1046	4	4	0	1	3	3	2	3	5	5
1047	4	0	1	3	3	2	3	5	5	5
1048	0	1	3	2	3	5	5	5	5	5
1049	0	1	3	3	2	5	3	3	5	5
1050	0	1	3	2	3	3	5	5	5	5
1051	0	1	3	3	2	3	3	5	5	5
1052	4	0	1	3	3	2	5	3	3	5
1053	4	4	4	0	1	3	3	2	3	5
1054	0	1	3	3	2	3	5	5	5	5
1055	4	0	1	3	2	3	5	5	5	5
1056	4	0	1	3	3	2	3	3	5	5
1057	0	1	3	3	2	3	5	5	5	5
1058	4	4	4	0	1	3	3	2	5	5
1059	4	0	1	3	2	3	5	5	5	5
1060	4	4	4	0	1	3	2	3	5	5
1061	4	0	1	3	3	2	5	5	5	5
1062	0	1	3	2	3	5	5	5	5	5
1063	4	4	0	1	3	2	5	5	5	5
1064	0	1	3	2	3	3	5	5	5	5
1065	0	1	3	3	2	5	3	3	5	5
1066	4	4	0	1	3	3	2	4	3	5
1067	4	4	0	1	3	2	5	5	5	5
1068	4	4	4	0	1	3	3	2	5	3
1069	0	1	3	2	3	3	5	5	5	5
1070	4	4	0	1	3	3	2	5	3	5
1071	4	0	1	3	2	5	5	5	5	5
1072	4	4	4	0	1	3	3	2	5	3
1073	0	1	3	2	5	5	5	5	5	5
1074	0	1	3	2	5	5	5	5	5	5
1075	0	1	3	3	2	5	5	5	5	5
1076	4	0	1	3	3	2	5	5	5	5
1077	4	4	4	0	1	3	2	5	5	5
1078	0	1	3	3	2	3	3	5	5	5
1079	4	0	1	3	3	2	5	3	3	5
1080	4	4	0	1	3	3	2	3	5	5
1081	0	1	3	2	5	3	5	5	5	5
1082	4	4	0	1	3	3	2	5	5	5
1083	4	4	0	1	3	2	3	5	5	5
1084	4	0	1	3	2	5	3	3	5	5
1085	4	0	1	3	2	5	5	5	5	5
1086	4	0	1	3	2	5	3	5	5	5
1087	0	1	3	3	2	3	3	5	5	5
1088	0	1	3	2	3	5	5	5	5	5
1089	0	1	3	3	2	5	5	5	5	5
1090	4	0	1	3	3	2	3	5	5	5
1091	0	1	3	3	2	3	5	5	5	5
1092	4	4	0	1	3	3	2	5	3	5
1093	4	0	1	3	2	3	5	5	5	5
1094	4	4	0	1	3	2	5	5	5	5
1095	4	0	1	3	2	5	3	5	5	5
1096	4	4	0	1	3	3	2	4	3	5
1097	4	4	0	1	3	2	3	5	5	5
1098	4	0	1	3	2	3	5	5	5	5
1099	0	1	3	2	5	5	5	5	5	5
1100	4	4	0	1	3	3	2	5	3	5
1101	4	4	4	0	1	3	2	3	5	5
1102	4	0	1	3	2	3	5	5	5	5
1103	4	4	0	1	3	3	2	5	5	5
1104	0	1	3	3	2	5	5	5	5	5
1105	4	0	1	3	3	2	5	3	3	5
1106	4	0	1	3	2	3	3	5	5	5
1107	0	1	3	3	2	5	5	5	5	5
1108	0	1	3	3	2	5	5	5	5	5
1109	0	1	3	3	2	3	3	5	5	5
1110	4	0	1	3	3	2	3	5	5	5
1111	0	1	3	3	2	4	3	5	5	5
1112	4	0	1	3	3	2	5	5	5	5
1113	4	4	0	1	3	3	2	3	5	5
1114	0	1	3	3	2	5	3	5	5	5
1115	0	1	3	3	2	3	3	5	5	5
1116	0	1	3	2	3	5	5	5	5	5
1117	4	4	0	1	3	3	2	5	5	5
1118	0	1	3	3	2	3	5	5	5	5
1119	0	1	3	2	5	3	3	5	5	5
1120	0	1	3	2	5	3	5	5	5	5
1121	4	0	1	3	3	2	3	5	5	5
1122	0	1	3	2	5	3	5	5	5	5
1123	0	1	3	3	2	3	5	5	5	5
1124	4	4	4	0	1	3	2	3	3	5
1125	0	1	3	3	2	5	5	5	5	5
1126	4	4	0	1	3	3	2	3	5	5
1127	4	0	1	3	2	5	5	5	5	5
1128	4	0	1	3	3	2	5	5	5	5
1129	0	1	3	2	5	3	5	5	5	5
1130	4	0	1	3	2	3	3	5	5	5
1131	0	1	3	3	2	3	3	5	5	5
1132	0	1	3	2	3	3	5	5	5	5
1133	4	4	4	0	1	3	3	2	3	5
1134	0	1	3	2	3	5	5	5	5	5
1135	0	1	3	3	2	3	5	5	5	5
1136	4	4	0	1	3	3	2	5	3	3
1137	4	0	1	3	3	2	5	3	3	5
1138	0	1	3	2	5	3	5	5	5	5
1139	4	0	1	3	3	2	5	5	5	5
1140	0	1	3	2	3	3	5	5	5	5
1141	0	1	3	2	3	3	5	5	5	5
1142	4	0	1	3	2	5	5	5	5	5
1143	4	0	1	3	2	4	3	5	5	5
1144	4	4	4	0	1	3	2	3	3	5
1145	4	4	0	1	3	3	2	3	5	5
1146	4	0	1	3	2	3	5	5	5	5
1147	4	4	0	1	3	2	5	5	5	5
1148	0	1	3	3	2	5	5	5	5	5
1149	4	4	0	1	3	2	3	5	5	5
1150	4	4	0	1	3	3	2	5	3	3
1151	0	1	3	3	2	5	3	5	5	5
1152	0	1	3	3	2	3	5	5	5	5
1153	4	4	0	1	3	3	2	3	3	5
1154	0	1	3	3	2	5	3	5	5	5
1155	4	0	1	3	3	2	5	3	5	5
1156	4	4	0	1	3	2	5	3	3	5
1157	0	1	3	2	3	3	5	5	5	5
1158	0	1	3	2	3	5	5	5	5	5
1159	0	1	3	3	2	5	5	5	5	5
1160	4	4	0	1	3	3	2	4	3	5
1161	0	1	3	2	5	5	5	5	5	5
1162	0	1	3	2	3	5	5	5	5	5
1163	0	1	3	2	3	3	5	5	5	5
1164	4	0	1	3	2	3	3	5	5	5
1165	0	1	3	2	5	5	5	5	5	5
1166	0	1	3	3	2	3	5	5	5	5
1167	4	4	0	1	3	3	2	5	5	5
1168	4	0	1	3	3	2	5	3	5	5
1169	4	4	4	0	1	3	3	2	5	5
1170	0	1	3	3	2	3	5	5	5	5
1171	0	1	3	3	2	4	3	5	5	5
1172	4	4	0	1	3	2	3	5	5	5
1173	4	0	1	3	2	3	5	5	5	5
1174	0	1	3	2	3	5	5	5	5	5
1175	0	1	3	2	4	3	5	5	5	5
1176	0	1	3	3	2	3	5	5	5	5
1177	4	4	0	1	3	2	5	3	3	5
1178	4	4	0	1	3	3	2	3	5	5
1179	0	1	3	2	5	3	5	5	5	5
1180	4	0	1	3	3	2	3	3	5	5
1181	4	0	1	3	2	5	5	5	5	5
1182	4	4	4	0	1	3	2	5	5	5
1183	0	1	3	3	2	3	5	5	5	5
1184	0	1	3	2	3	5	5	5	5	5
1185	0	1	3	2	3	3	5	5	5	5
1186	4	4	0	1	3	2	5	3	5	5
1187	4	4	0	1	3	3	2	3	5	5
1188	4	4	0	1	3	2	5	3	5	5
1189	4	0	1	3	2	5	3	5	5	5
1190	0	1	3	2	4	3	5	5	5	5
1191	4	0	1	3	3	2	3	3	5	5
1192	4	4	4	0	1	3	2	5	3	3
1193	0	1	3	3	2	5	3	5	5	5
1194	4	4	0	1	3	2	5	3	3	5
1195	0	1	3	2	3	5	5	5	5	5
1196	0	1	3	2	5	5	5	5	5	5
1197	4	4	0	1	3	3	2	3	5	5
1198	0	1	3	3	2	5	3	5	5	5
1199	0	1	3	2	5	5	5	5	5	5
1200	4	4	0	1	3	2	4	3	5	5
1201	4	0	1	3	2	5	5	5	5	5
1202	0	1	3	2	5	3	5	5	5	5
1203	4	0	1	3	3	2	3	5	5	5
1204	0	1	3	2	3	3	5	5	5	5
1205	0	1	3	3	2	3	3	5	5	5
1206	0	1	3	3	2	3	5	5	5	5
1207	4	4	0	1	3	2	3	5	5	5
1208	4	4	0	1	3	3	2	5	3	5
1209	4	4	0	1	3	2	5	3	3	5
1210	0	1	3	3	2	3	3	5	5	5
1211	4	4	4	0	1	3	3	2	4	3
1212	0	1	3	3	2	5	5	5	5	5
1213	4	4	0	1	3	3	2	4	3	5
1214	4	4	0	1	3	2	3	5	5	5
1215	0	1	3	2	3	3	5	5	5	5
1216	0	1	3	2	5	3	3	5	5	5
1217	0	1	3	2	3	5	5	5	5	5
1218	0	1	3	2	3	5	5	5	5	5
1219	4	4	0	1	3	2	3	3	5	5
1220	4	0	1	3	2	3	5	5	5	5
1221	0	1	3	2	4	3	5	5	5	5
1222	4	4	0	1	3	3	2	3	3	5
1223	4	0	1	3	3	2	5	5	5	5
1224	4	4	0	1	3	2	4	3	5	5
1225	4	0	1	3	3	2	5	5	5	5
1226	4	0	1	3	3	2	3	5	5	5
1227	0	1	3	3	2	5	3	5	5	5
1228	0	1	3	3	2	5	5	5	5	5
1229	4	4	4	0	1	3	3	2	3	5
1230	4	0	1	3	2	5	5	5	5	5
1231	0	1	3	3	2	3	3	5	5	5
1232	4	4	4	0	1	3	2	3	3	5
1233	4	4	4	0	1	3	3	2	5	3
1234	4	4	0	1	3	3	2	3	5	5
1235	0	1	3	3	2	4	3	5	5	5
1236	4	0	1	3	2	5	3	5	5	5
1237	4	4	4	0	1	3	2	5	3	3
1238	4	4	4	0	1	3	3	2	3	3
1239	4	4	0	1	3	2	5	5	5	5
1240	4	4	0	1	3	2	5	5	5	5
1241	0	1	3	2	4	3	5	5	5	5
1242	4	0	1	3	2	4	3	5	5	5
1243	4	4	4	0	1	3	3	2	3	3
1244	4	4	4	0	1	3	2	3	5	5
1245	0	1	3	3	2	5	5	5	5	5
1246	0	1	3	3	2	5	5	5	5	5
1247	4	0	1	3	2	5	5	5	5	5
1248	4	0	1	3	2	5	5	5	5	5
1249	0	1	3	2	5	3	5	5	5	5
1250	4	0	1	3	3	2	4	3	5	5
1251	4	0	1	3	2	5	5	5	5	5
1252	0	1	3	3	2	3	5	5	5	5
1253	4	0	1	3	3	2	3	3	5	5
1254	4	4	0	1	3	3	2	5	5	5
1255	0	1	3	2	3	3	5	5	5	5
