,PIDN,pH,ELEV,REF2,BSAN,LSTN,Infrared01,Infrared02,Infrared03,Infrared04,Infrared05
187,gWJ0DJlB,0.0584453518106048,-1.02605795860291,0.0621521323919296,-0.528985500335693,1.15675413608551,0.333066,0.121529,1.4544839999999999,1.74974,1.72927
188,h5004USx,-0.184728615155393,-1.02605795860291,0.0621521323919296,-0.528985500335693,1.15675413608551,0.332405,0.13946499999999995,1.463665,1.7534599999999998,1.73015
189,TZN9g63x,-0.0350830970224708,-1.25100219249725,0.19109462201595298,-0.44927537441253707,1.04330050945282,0.405397,0.04716899999999996,1.5036829999999999,1.7922099999999999,1.58297
190,VtyWGyXW,0.44191199202621706,-1.25100219249725,0.19109462201595298,-0.44927537441253707,1.04330050945282,0.351004,0.05637500000000001,1.656266,1.7551599999999998,1.62711
191,bGuM3Qey,0.189385180176912,-0.850111365318298,-0.27643784880638106,-0.5,0.5976632237434389,0.312814,0.026307000000000025,0.721266,2.02968,1.3018100000000001
192,Imyq7n9H,0.161326645526989,-0.850111365318298,-0.27643784880638106,-0.5,0.5976632237434389,0.23984,0.025797000000000014,0.684712,2.19139,1.26566
193,esV5GNGB,-0.0818473214390087,-0.79888641834259,-0.39517626166343706,-0.507246375083923,0.667661368846893,0.237761,0.026892000000000027,0.656568,2.06855,1.20028
194,VNkkXVPj,0.0303868171606826,-0.79888641834259,-0.39517626166343706,-0.507246375083923,0.667661368846893,0.214117,0.029704000000000008,0.6703539999999999,2.19745,1.17982
195,YpqAeTw0,-0.0163774072558552,-0.712026715278625,-0.103896103799343,-0.44927537441253707,0.595264792442322,0.214273,0.04092899999999999,1.168957,2.05691,1.3712799999999998
196,QsfH8CWp,-0.12861154585554702,-0.712026715278625,-0.103896103799343,-0.44927537441253707,0.595264792442322,0.190632,0.04568900000000001,1.2884280000000001,2.0479700000000003,1.3489
197,92RkYor6,0.488676216442755,-0.6919822096824649,0.0565862692892551,-0.40579709410667403,0.627488136291504,0.276947,0.03569300000000003,1.3235329999999998,2.01752,1.28125
198,5n0HY8Vo,-0.175375770272085,-0.6919822096824649,0.0565862692892551,-0.40579709410667403,0.627488136291504,0.239035,0.04905999999999999,1.4910649999999999,2.06963,1.31466
199,1YV79gwe,1.63907613708959,-0.783296227455139,-0.318181812763214,-0.463768124580383,0.679415583610535,0.28174099999999996,0.029971000000000025,0.636658,1.97627,1.27468
200,LsbYiVlZ,1.7232517410393602,-0.783296227455139,-0.318181812763214,-0.463768124580383,0.679415583610535,0.30988000000000004,0.02369899999999997,0.5992689999999999,1.8631799999999998,1.30312
201,uL1lib8X,0.39514776760967896,-0.747661471366882,-0.29962894320488004,-0.44927537441253707,0.774111032485962,0.262298,0.013138000000000039,0.965492,1.76489,1.42241
202,OPAljgEh,0.226796559710142,-0.747661471366882,-0.29962894320488004,-0.44927537441253707,0.774111032485962,0.255368,0.011950000000000016,1.009592,1.76842,1.4368100000000001
203,PXqxGQir,0.142620955760374,-0.76993316411972,-0.241187378764153,-0.48550724983215293,0.684739589691162,0.206208,0.03701299999999999,0.9680620000000002,2.1499200000000003,1.27411
204,K08XscGM,-0.0444359419057783,-0.76993316411972,-0.241187378764153,-0.48550724983215293,0.684739589691162,0.224161,0.04306599999999999,1.249099,2.10941,1.31956
205,i7Y1GALj,0.9189070810749052,-0.781069040298462,-0.340445280075073,-0.48550724983215293,0.663784623146057,0.205076,0.03803199999999998,1.159734,1.90575,1.25619
206,5S0LbokT,0.731850183408753,-0.781069040298462,-0.340445280075073,-0.48550724983215293,0.663784623146057,0.23209200000000002,0.03995599999999999,1.2891780000000002,1.91615,1.30328
207,oh9BA8Za,0.5541461306259079,-0.841202676296234,-0.541743993759155,-0.5,0.7836943268775941,0.254546,0.04120700000000005,0.9360839999999999,1.7277900000000002,1.26708
208,OOjeBTxL,0.582204665275831,-0.841202676296234,-0.541743993759155,-0.5,0.7836943268775941,0.146041,0.06265199999999999,1.042769,1.76003,1.29681
209,5TDGJ54G,0.24550224947675697,-0.8278396725654599,-0.42022264003753707,-0.52173912525177,0.909620642662048,0.155695,0.048239000000000004,0.9226849999999999,1.8454099999999998,1.44774
210,5GaYmr8p,0.451264836909525,-0.8278396725654599,-0.42022264003753707,-0.52173912525177,0.909620642662048,0.0948327,0.05040329999999997,0.8896623000000001,1.91323,1.38852
211,coVVoRV1,0.535440440859293,-0.8122494220733639,-0.298701286315918,-0.47101449966430703,0.814253211021423,0.32700500000000005,0.04528799999999994,0.9882550000000001,1.86685,1.6835200000000001
212,5W1RWnld,0.647674579458984,-0.8122494220733639,-0.298701286315918,-0.47101449966430703,0.814253211021423,0.273624,0.05716400000000005,1.058256,1.8572099999999998,1.64242
213,hv5ihken,0.03973966204399,-0.8122494220733639,-0.356215208768845,-0.528985500335693,0.730908811092377,0.40015500000000004,0.04209099999999999,1.231355,1.84307,1.7056799999999999
214,9vrgMdtM,-0.446608271888005,-0.8122494220733639,-0.356215208768845,-0.528985500335693,0.730908811092377,0.308062,0.05849199999999999,1.2788279999999999,1.8477,1.71879
215,yjTDUsEl,1.15272820315759,-0.8456569910049442,-0.183673471212387,-0.40579709410667403,0.705953061580658,0.253655,0.02970600000000001,1.0183550000000001,1.9115,1.57333
216,YDo0RmAH,0.9469656157248271,-0.8456569910049442,-0.183673471212387,-0.40579709410667403,0.705953061580658,0.203194,0.037717,1.068316,1.9635599999999998,1.51979
217,ox1hEecM,0.30161931877660303,-0.8590200543403629,-0.283858984708786,-0.442028999328613,0.6789038181304928,0.262787,0.020341000000000053,0.903833,1.94455,1.47943
218,Phq9UWA5,0.189385180176912,-0.8590200543403629,-0.283858984708786,-0.442028999328613,0.6789038181304928,0.23342399999999996,0.025662000000000074,0.9964260000000001,2.00718,1.4390399999999999
219,yn6bQrY1,-1.054543189303,-0.676391959190369,-0.23654916882514998,-0.463768124580383,0.733338236808777,0.38650500000000004,0.03436199999999995,1.027855,1.80485,1.56277
220,h56UKmSI,-0.93295620582,-0.676391959190369,-0.23654916882514998,-0.463768124580383,0.733338236808777,0.379413,0.029108999999999996,0.9812970000000001,1.81115,1.56629
221,53tW1ooL,0.6289688896923691,-0.767706036567688,-0.0909090936183929,-0.434782594442368,0.736041605472565,0.227944,0.030548999999999965,0.888526,1.92965,1.41967
222,hFdBOkxX,-0.23149283957192998,-0.767706036567688,-0.0909090936183929,-0.434782594442368,0.736041605472565,0.260772,0.03003100000000003,0.9747380000000001,1.9696799999999999,1.56415
223,UDrFNHWM,0.0303868171606826,1.3302894830703702,-0.654916524887085,-0.6666666865348821,-0.0101142199710011,0.2987,0.030891999999999975,1.0744500000000001,1.9835599999999998,1.4615
224,DIjfkwCq,0.0303868171606826,1.3302894830703702,-0.654916524887085,-0.6666666865348821,-0.0101142199710011,0.273878,0.042412000000000005,1.288662,1.97932,1.5170700000000001
225,BFXYH4m8,0.19873802506021898,1.34365260601044,-0.6484230160713199,-0.630434811115265,-0.104065358638763,0.276332,0.05062699999999998,1.3635279999999999,1.86417,1.41984
226,Rtk3bH0y,0.15197380064368102,1.34365260601044,-0.6484230160713199,-0.630434811115265,-0.104065358638763,0.272602,0.08488099999999998,1.658178,1.8472400000000002,1.52315
227,CSbIxNce,-0.0818473214390087,1.2902004718780502,-0.531539916992188,-0.630434811115265,-0.10871742665767699,0.25958000000000003,0.043800000000000006,1.1021299999999998,1.9341599999999999,1.452
228,cLqOhvzX,-0.259551374221853,1.2902004718780502,-0.531539916992188,-0.630434811115265,-0.10871742665767699,0.22870900000000002,0.05267399999999997,1.222821,1.96645,1.44708
229,N6gxq5c0,-0.502725341187851,1.35256123542786,-0.6122449040412901,-0.6666666865348821,-0.0195114016532898,0.279584,0.05158799999999997,0.926626,2.04473,1.52091
230,H55gPeEG,-0.175375770272085,1.35256123542786,-0.6122449040412901,-0.6666666865348821,-0.0195114016532898,0.222545,0.05199500000000001,0.7543590000000001,2.1865900000000003,1.4418799999999998
231,GH6wm2Vv,-0.100553011205624,1.28129172325134,-0.540816307067871,-0.6159420013427729,0.00504118949174881,0.293933,0.03687600000000002,0.8811069999999999,1.98511,1.37245
232,LmxOQ7yc,-0.3530798230549289,1.28129172325134,-0.540816307067871,-0.6159420013427729,0.00504118949174881,0.2582,0.045586000000000015,0.9038900000000001,2.02218,1.3723299999999998
233,f5Pv4NyU,-0.0444359419057783,1.38151443004608,-0.542671620845795,-0.630434811115265,-0.000851432152558118,0.266755,0.04844999999999999,1.317605,1.8771799999999998,1.47554
234,RDv3Jdol,-0.811369222337002,1.38151443004608,-0.542671620845795,-0.630434811115265,-0.000851432152558118,0.256641,0.06919900000000001,1.577159,1.90736,1.51073
235,npMk7V2O,0.0023282825107595897,1.31915366649628,-0.500927627086639,-0.623188376426697,0.0746206492185593,0.193048,0.03886700000000001,1.0196619999999998,1.9961900000000001,1.2926
236,WhibOhiW,-0.43725542700469705,1.31915366649628,-0.500927627086639,-0.623188376426697,0.0746206492185593,0.156039,0.048511,1.157011,2.0167900000000003,1.31165
237,L5jjmAGw,-0.0444359419057783,1.40378618240356,-0.480519473552704,-0.6449275612831121,0.00266346498392522,0.290441,0.03838999999999998,1.2506190000000001,1.98307,1.4794
238,pXeYMAjv,-0.502725341187851,1.40378618240356,-0.480519473552704,-0.6449275612831121,0.00266346498392522,0.23463499999999998,0.05906600000000006,1.6523550000000002,1.92828,1.5553700000000001
239,JUruSWsF,-0.605606634904235,1.2879732847213703,-0.6001855134963989,-0.652173936367035,-0.0648225620388985,0.271981,0.05399900000000002,1.048629,1.9571900000000002,1.37166
240,YBJBA9L2,-0.6897822388540029,1.2879732847213703,-0.6001855134963989,-0.652173936367035,-0.0648225620388985,0.251203,0.06400800000000001,1.1469369999999999,1.97433,1.39234
241,9YN2Sl4S,-0.820722067220309,1.30801784992218,-0.657699465751648,-0.630434811115265,0.011078542098403,0.327266,0.107576,1.328524,1.96395,1.41301
242,LEBBlYyW,-1.04519034441969,1.30801784992218,-0.657699465751648,-0.630434811115265,0.011078542098403,0.245754,0.14653600000000003,1.454826,1.9131599999999997,1.39337
243,RBk7IRwo,-0.137964390738855,1.3057906627655,-0.462894260883331,-0.5942028760910029,0.172246918082237,0.18192,0.048572000000000004,0.9422,1.9059,1.35291
244,4Btym8OZ,-0.0818473214390087,1.3057906627655,-0.462894260883331,-0.5942028760910029,0.172246918082237,0.169354,0.05498800000000001,0.996246,2.0147,1.3659999999999999
245,THQkwA7x,0.161326645526989,1.30801784992218,-0.605751395225525,-0.652173936367035,0.0287305638194084,0.336352,0.02647900000000003,0.9915879999999999,2.0483599999999997,1.47823
246,rfhUugjL,-0.00702456237254781,1.30801784992218,-0.605751395225525,-0.652173936367035,0.0287305638194084,0.28560100000000005,0.038587999999999956,1.1127690000000001,2.18857,1.52664
247,ma06LCtK,0.32967785342652506,1.31915366649628,-0.539888679981232,-0.630434811115265,-0.0580615550279617,0.260239,0.05352000000000001,1.175611,1.9279,1.45286
248,sxk3JEjX,-0.0818473214390087,1.31915366649628,-0.539888679981232,-0.630434811115265,-0.0580615550279617,0.236285,0.07978499999999997,1.463355,1.95622,1.50125
249,CpBfSTjR,0.208090869943527,1.2456569671630902,-0.538033366203308,-0.630434811115265,0.0587415806949139,0.239556,0.04260000000000003,1.030574,2.00123,1.40098
250,jxb0urEj,-0.10990585608893198,1.2456569671630902,-0.538033366203308,-0.630434811115265,0.0587415806949139,0.214403,0.06155099999999997,1.1933470000000002,2.05707,1.44435
251,okeIxwpf,0.5728518203925239,1.22115814685822,-0.682745814323425,-0.630434811115265,-0.0304954554885626,0.26846,0.04588500000000001,1.11232,1.93092,1.3780000000000001
252,YQHlGbEH,0.0958567313438353,1.22115814685822,-0.682745814323425,-0.630434811115265,-0.0304954554885626,0.22672899999999999,0.07847100000000004,1.358361,1.9581400000000002,1.40864
253,hZCEa8TM,0.27356078412668,1.38151443004608,-0.664192974567413,-0.659420311450958,-0.0699501782655716,0.117415,0.052240999999999996,1.0680349999999998,1.84496,1.4392399999999999
254,3u3DgxA6,0.7505558731753679,1.38151443004608,-0.664192974567413,-0.659420311450958,-0.0699501782655716,0.103001,0.071227,1.1686690000000002,1.9423599999999999,1.48682
255,w8zxlgxa,-0.36243266793823703,1.91826283931732,-0.421150267124176,-0.782608687877655,-0.15401825308799696,0.48971899999999996,0.03210200000000002,1.117271,1.58681,1.71927
256,Wq9nBlZ5,-0.633665169554157,1.91826283931732,-0.421150267124176,-0.782608687877655,-0.15401825308799696,0.5176350000000001,0.0285399999999999,1.117945,1.60001,1.73806
257,syJbIMmI,0.27356078412668,1.90267264842987,-0.7476809024810791,-0.869565188884735,-0.472328364849091,0.449745,0.032945999999999975,1.229005,1.66493,1.7160400000000002
258,qTAnnwLn,-0.7178407735039251,1.90267264842987,-0.7476809024810791,-0.869565188884735,-0.472328364849091,0.467617,0.04702299999999998,1.3085030000000002,1.63904,1.79056
259,Rq7w8Vi2,1.08725828897444,1.71113586425781,-0.716140985488892,-0.8115941882133481,-0.535198509693146,0.452949,0.028247000000000022,1.0666909999999998,1.63168,1.58271
260,cBks0o7C,0.451264836909525,1.71113586425781,-0.716140985488892,-0.8115941882133481,-0.535198509693146,0.49950100000000003,0.045256999999999936,1.1605690000000002,1.6236,1.6524299999999998
261,2fYRt5ri,0.208090869943527,1.82917594909668,-0.7077922224998471,-0.869565188884735,-0.517908334732056,0.5427069999999999,0.023753000000000135,1.1594029999999997,1.6710200000000002,1.6144100000000001
262,4UbzOVXB,-0.36243266793823703,1.82917594909668,-0.7077922224998471,-0.869565188884735,-0.517908334732056,0.6169899999999999,0.028744000000000103,1.21587,1.69165,1.76521
263,c3ihT4VD,0.161326645526989,1.1788418292999299,-0.540816307067871,-0.782608687877655,-0.16329137980938,0.20630700000000002,0.03878399999999996,1.107153,1.5998,1.56349
264,lEvoLiHk,0.133268110877066,1.1788418292999299,-0.540816307067871,-0.782608687877655,-0.16329137980938,0.151108,0.046613000000000016,1.1026120000000001,1.59315,1.51759
265,UBa0g9oY,0.0958567313438353,1.60645878314972,-0.615027844905853,-0.775362312793732,-0.4067031741142271,0.263031,0.043886999999999954,1.218429,1.6968900000000002,1.43828
266,pukiRPJr,-0.46531396165462,1.60645878314972,-0.615027844905853,-0.775362312793732,-0.4067031741142271,0.272857,0.06267599999999995,1.3272629999999999,1.7598200000000002,1.5253299999999999
267,3wggwJ8y,-0.3530798230549289,1.44387531280518,-0.7170686721801759,-0.8405796885490421,-0.50467574596405,0.6298050000000001,0.01110599999999995,1.061705,1.69032,1.54247
268,pvf62YoX,-0.45596111677131296,1.44387531280518,-0.7170686721801759,-0.8405796885490421,-0.50467574596405,0.527215,0.02909700000000004,1.1726050000000001,1.6021,1.48794
269,uKrpmvqa,-0.3530798230549289,1.6665924787521398,-0.75324672460556,-0.833333313465118,-0.60360461473465,0.49617700000000003,0.0725639999999999,1.1424729999999998,1.6558700000000002,1.51627
270,rxzt0Ebk,-0.7458993081538481,1.6665924787521398,-0.75324672460556,-0.833333313465118,-0.60360461473465,0.43852299999999994,0.131851,1.2662670000000003,1.63714,1.59371
271,mRsOpIVA,0.114562421110451,1.19888639450073,-0.6539888978004461,-0.782608687877655,0.0694206655025482,0.258781,0.03075100000000003,1.1490790000000002,1.50861,1.44429
272,WLj9ZPdV,0.30161931877660303,1.19888639450073,-0.6539888978004461,-0.782608687877655,0.0694206655025482,0.241889,0.035527,1.1529909999999999,1.4858,1.40182
273,PVLtzNVb,-0.6710765490873871,1.72895324230194,-0.817254185676575,-0.855072438716888,-0.10988043993711501,0.528281,0.017329999999999957,1.3371590000000002,1.7147,1.78598
274,Aw09oXrq,-0.0163774072558552,1.72895324230194,-0.817254185676575,-0.855072438716888,-0.10988043993711501,0.49763199999999996,0.01078800000000002,1.2427679999999999,1.70565,1.67536
275,BWsX0zNJ,-0.24084568445523802,1.34142541885376,-0.762523174285889,-0.8188405632972721,-0.43839409947395297,0.419437,0.043126,1.1998929999999999,1.6836200000000001,1.53129
276,K26TAnPJ,-0.9516618955866151,1.34142541885376,-0.762523174285889,-0.8188405632972721,-0.43839409947395297,0.406168,0.06112699999999999,1.339702,1.69537,1.58894
277,txDlRrOQ,0.0677981966939131,1.67327392101288,-0.7922077775001529,-0.8768116235733029,-0.5782146453857421,0.4496,0.03891899999999998,1.3124900000000002,1.72383,1.58244
278,xV5i9RZP,-0.521431030954466,1.67327392101288,-0.7922077775001529,-0.8768116235733029,-0.5782146453857421,0.505788,0.048759999999999915,1.4435320000000003,1.78245,1.68973
279,UfAstRae,0.0771510415772205,1.6175945997238201,-0.7105751633644101,-0.8188405632972721,0.0895641297101974,0.270656,0.04140700000000003,1.184284,1.6616,1.53263
280,ugZRn4er,0.161326645526989,1.6175945997238201,-0.7105751633644101,-0.8188405632972721,0.0895641297101974,0.242546,0.041687,1.124034,1.69123,1.5470899999999999
281,0WMoNOcR,0.0677981966939131,1.5530066490173302,-0.80241185426712,-0.8405796885490421,-0.21541006863117199,0.24986599999999998,0.07260500000000003,1.3202340000000001,1.59333,1.58517
282,UTv9Co7j,0.0303868171606826,1.5530066490173302,-0.80241185426712,-0.8405796885490421,-0.21541006863117199,0.265966,0.08997000000000005,1.411364,1.69977,1.6959400000000002
283,VafoIW6s,0.0771510415772205,1.3503340482711799,-0.805194795131683,-0.826086938381195,-0.44798254966735795,0.34074699999999997,0.038451999999999986,1.2297230000000001,1.7292900000000002,1.6065
284,huhBLSXC,-0.0537887867890856,1.3503340482711799,-0.805194795131683,-0.826086938381195,-0.44798254966735795,0.333985,0.054236000000000006,1.317915,1.73121,1.62576
285,fo9S5I2n,0.451264836909525,1.55746102333069,-0.698515772819519,-0.847826063632965,-0.40050041675567605,0.224399,0.03525900000000001,1.013651,1.49079,1.46041
286,RWAHOfgs,0.25485509436006504,1.55746102333069,-0.698515772819519,-0.847826063632965,-0.40050041675567605,0.210256,0.037748000000000004,0.9943839999999999,1.46381,1.42252
287,9GuSpP5s,1.6764875166228201,2.9160356521606405,-0.344155848026276,-0.297101438045502,-1.3059482574462902,0.30794099999999996,0.11975500000000006,1.304339,1.56425,1.55589
288,qvmz8YRL,1.7700159654558998,2.9160356521606405,-0.344155848026276,-0.297101438045502,-1.3059482574462902,0.31543899999999997,0.11987300000000001,1.316021,1.5993700000000002,1.57863
289,sqfbYxF9,1.91030863870551,2.9026725292205797,-0.331168830394745,-0.384057968854904,-0.7415695190429691,0.198762,0.09191500000000002,1.1510479999999998,1.4586700000000001,1.4246299999999998
290,jK5twtl0,1.98513139777197,2.9026725292205797,-0.331168830394745,-0.384057968854904,-0.7415695190429691,0.175906,0.095993,1.1667839999999998,1.5109299999999999,1.4015600000000001
291,3pLdkaFn,2.0225427773052003,2.83363032341003,-0.5213357806205751,-0.507246375083923,-0.6228744983673101,0.232602,0.078039,1.062048,1.50515,1.24128
292,20yff7Sw,2.16283545055482,2.83363032341003,-0.5213357806205751,-0.507246375083923,-0.6228744983673101,0.21102800000000002,0.0753,0.9884920000000001,1.4891299999999998,1.23082
293,WmtQdlJc,1.8728972591722801,2.32583522796631,-0.4564007520675661,-0.45652174949646,-0.560516119003296,0.16583299999999998,0.07503600000000002,0.83126,1.29511,1.18288
294,EbAdQOlG,2.13477691590489,2.32583522796631,-0.4564007520675661,-0.45652174949646,-0.560516119003296,0.149386,0.078428,0.7652019999999999,1.3412,1.13222
295,HMf9TwdY,1.81678018987243,2.8893096446991002,-0.7884972095489499,-0.398550719022751,-1.41497731208801,0.379774,0.11246999999999996,1.2993859999999997,1.66215,1.6624299999999999
296,pIYQvY1L,1.8635444142889699,2.8893096446991002,-0.7884972095489499,-0.398550719022751,-1.41497731208801,0.44698999999999994,0.12159199999999998,1.3130300000000001,1.7238900000000001,1.6916799999999999
297,ykJoZ2cG,1.8448387245223599,2.93385291099548,-0.7115027904510501,-0.427536219358444,-1.2979156970977799,0.46626000000000006,0.12171099999999996,1.31198,1.69438,1.68717
298,z1g9izXj,1.83548587963905,2.93385291099548,-0.7115027904510501,-0.427536219358444,-1.2979156970977799,0.502486,0.137691,1.323614,1.71845,1.6945700000000001
299,yPF5KBFP,1.7045460512727402,2.73340749740601,-0.435992568731308,-0.32608696818351696,-0.721141755580902,0.305314,0.097715,1.1814460000000002,1.46885,1.4948299999999999
300,kDoyBIeh,1.7793688103391998,2.78017807006836,-0.45547309517860396,-0.42028984427452104,-0.632726550102234,0.385211,0.11302499999999993,1.252409,1.51686,1.53766
301,zMIMOIL1,1.71389889615605,2.78017807006836,-0.45547309517860396,-0.42028984427452104,-0.632726550102234,0.319765,0.11299199999999993,1.249725,1.47492,1.5123
302,aqN1NQME,1.75131027568928,2.84253907203674,-0.938775539398193,-0.5942028760910029,-1.35307371616364,0.365295,0.12237900000000002,1.3325550000000002,1.6100700000000001,1.60675
303,mc9Wqm64,1.75131027568928,2.84253907203674,-0.938775539398193,-0.5942028760910029,-1.35307371616364,0.41300299999999995,0.135133,1.3526569999999998,1.6582700000000001,1.66724
304,Jy2FYS8D,1.8261330347557398,2.8759465217590297,-0.9183673262596129,-0.58695650100708,-1.37075161933899,0.306587,0.13689000000000007,1.384713,1.6569900000000002,1.70992
305,9WGUHYnZ,1.8448387245223599,2.8759465217590297,-0.9183673262596129,-0.58695650100708,-1.37075161933899,0.332425,0.13838899999999998,1.374395,1.6757099999999998,1.7307
306,N9f0YKTE,1.69519320638944,2.8603563308715803,-0.131725415587425,-0.318840593099594,-1.03950357437134,0.311578,0.08282499999999998,1.1209419999999999,1.57742,1.2847600000000001
307,XIA9VcSo,1.49878346383998,2.8603563308715803,-0.131725415587425,-0.318840593099594,-1.03950357437134,0.28354,0.08885099999999996,1.12805,1.64219,1.3491799999999998
308,wKVPqHm3,1.8822501040555901,2.83585739135742,-0.821892380714417,-0.550724625587463,-1.12060976028442,0.36712100000000003,0.129679,1.272039,1.54681,1.53634
309,BXFItm2m,1.9570728631220502,2.83585739135742,-0.821892380714417,-0.550724625587463,-1.12060976028442,0.42134399999999994,0.13994800000000007,1.296426,1.54435,1.5605
310,2uSlQCBR,1.73260458592267,2.93608021736145,-0.692949891090393,-0.42028984427452104,-1.3669472932815598,0.399898,0.08720899999999998,1.2121720000000002,1.6143,1.50378
311,dtU50LjT,1.78872165522251,2.93608021736145,-0.692949891090393,-0.42028984427452104,-1.3669472932815598,0.380326,0.09381899999999999,1.246984,1.6463400000000001,1.54275
312,O1JwnWSa,1.8635444142889699,2.8581292629241903,-0.90166974067688,-0.557971000671387,-1.45083439350128,0.42743400000000004,0.14547099999999996,1.3079560000000001,1.59138,1.59407
313,zOTc20hv,1.75131027568928,2.8581292629241903,-0.90166974067688,-0.557971000671387,-1.45083439350128,0.306662,0.077959,1.133358,1.46802,1.5466600000000001
314,POoAd6j5,1.83548587963905,2.83808469772339,-0.994434118270874,-0.550724625587463,-1.44881856441498,0.301592,0.12965899999999997,1.3275679999999999,1.6019999999999999,1.6143399999999999
315,KNTRKpRF,1.83548587963905,2.83808469772339,-0.994434118270874,-0.550724625587463,-1.44881856441498,0.30227800000000005,0.13111799999999996,1.332532,1.62596,1.6503400000000001
316,TQSXINLd,1.9196614835888202,2.82917594909668,-0.889610409736633,-0.5724637508392328,-1.36297750473022,0.386511,0.11011900000000002,1.265369,1.5266,1.5433700000000001
317,UCt5dPD4,2.00383708753859,2.82917594909668,-0.889610409736633,-0.5724637508392328,-1.36297750473022,0.400221,0.11161800000000005,1.2864190000000002,1.57094,1.61467
318,3uTlvbVh,-0.100553011205624,-1.00378620624542,-0.47495362162590005,-0.710144937038422,0.851702392101288,0.338843,0.027065000000000006,0.9654369999999999,1.6230799999999999,1.28914
319,G4e9Ahvi,-0.287609908871776,-1.00378620624542,-0.47495362162590005,-0.710144937038422,0.851702392101288,0.329612,0.041493,1.092538,1.54688,1.26815
320,hXGsxZnO,0.0303868171606826,-1.00155901908875,-0.47495362162590005,-0.673913061618805,0.9025340080261229,0.364613,0.017681000000000002,0.7992869999999999,1.7013599999999998,1.21185
321,xbbKmQxP,0.0771510415772205,-1.00155901908875,-0.47495362162590005,-0.673913061618805,0.9025340080261229,0.368641,0.02126,0.817779,1.6218700000000001,1.19805
322,muN450PL,0.7131444936421371,-1.0171492099762,-0.435064941644669,-0.6666666865348821,0.799309730529785,0.24186300000000002,0.028875000000000012,1.156697,1.69523,1.2380799999999998
323,knQFwlEp,0.38579492272637106,-1.0171492099762,-0.435064941644669,-0.6666666865348821,0.799309730529785,0.18976800000000002,0.024978999999999973,1.0637420000000002,1.6736099999999998,1.16655
324,dWFMrYqn,0.0490925069272974,-1.0795099735259999,-0.499072343111038,-0.710144937038422,0.73004561662674,0.2893,0.026063000000000003,0.90369,1.85008,1.36915
325,5kEgXDPA,-0.7178407735039251,-1.0795099735259999,-0.499072343111038,-0.710144937038422,0.73004561662674,0.321802,0.03942200000000001,1.217008,1.7778900000000002,1.34702
326,E1YsRWnR,0.19873802506021898,-1.0171492099762,-0.48794063925743103,-0.717391312122345,0.752070546150208,0.24573299999999998,0.03429300000000002,1.0570270000000002,1.8223599999999998,1.3021
327,xYREz7RH,0.15197380064368102,-1.0171492099762,-0.48794063925743103,-0.717391312122345,0.752070546150208,0.18448599999999998,0.04030800000000001,1.107364,1.83047,1.2306
328,yCKFcnOz,0.30161931877660303,-0.9971047043800351,-0.406307965517044,-0.652173936367035,0.7744315266609191,0.309232,0.03807900000000003,1.032168,1.7240799999999998,1.33328
329,Z5hgoxxp,0.357736388076448,-0.9971047043800351,-0.406307965517044,-0.652173936367035,0.7744315266609191,0.29622,0.04752200000000001,1.09772,1.6419599999999999,1.31639
330,bvx7F9eq,-0.26890421910516105,-1.05723834037781,-0.502782940864563,-0.731884062290192,0.684346735477448,0.270056,0.020695999999999992,0.788184,1.9578900000000001,1.3927100000000001
331,DbBFM66O,-0.399844047471467,-1.05723834037781,-0.502782940864563,-0.731884062290192,0.684346735477448,0.278669,0.025405999999999984,0.8459909999999999,2.01805,1.42513
332,Q9AsLC8o,-0.6897822388540029,-1.0060133934020998,-0.5287569761276251,-0.739130437374115,0.743148922920227,0.337862,0.01823600000000003,0.980698,1.85727,1.35382
333,ByP1cOQB,-0.811369222337002,-1.0060133934020998,-0.5287569761276251,-0.739130437374115,0.743148922920227,0.296926,0.02604899999999999,1.015694,1.9231099999999999,1.29615
334,8VfNYVSi,-0.287609908871776,-0.9770601391792301,-0.39239332079887396,-0.702898561954498,0.772317409515381,0.308793,0.013766000000000056,0.887217,1.90429,1.2484899999999999
335,QQUgLcsO,-0.7833106876870791,-0.9770601391792301,-0.39239332079887396,-0.702898561954498,0.772317409515381,0.15982000000000002,0.03996399999999997,1.19099,1.82077,1.23593
336,TxshFbTq,-0.20343430492200698,-0.9770601391792301,-0.48794063925743103,-0.695652186870575,0.806696176528931,0.192454,0.03555700000000003,1.198506,1.7189599999999998,1.28619
337,veW2u6OT,-0.549489565604389,-0.9770601391792301,-0.48794063925743103,-0.695652186870575,0.806696176528931,0.178202,0.05319099999999999,1.507228,1.72648,1.28654
338,TvFdcKnN,-0.474666806537928,-1.02605795860291,-0.358070492744446,-0.652173936367035,0.8327581286430359,0.249058,0.014299000000000006,0.686823,2.0045599999999997,1.18708
339,GMWhPhNp,-0.8581334467535401,-1.02605795860291,-0.358070492744446,-0.652173936367035,0.8327581286430359,0.228237,0.020689000000000013,0.7880929999999999,2.0429,1.18689
340,ogSWdFl6,-0.512078186071158,-1.05946552753448,-0.40909090638160706,-0.6884058117866519,0.7968699932098392,0.275886,0.03089799999999998,1.042984,1.9456099999999998,1.2554299999999998
341,VkZndjVR,-0.287609908871776,-1.05946552753448,-0.40909090638160706,-0.6884058117866519,0.7968699932098392,0.27373400000000003,0.021742999999999957,0.7922859999999999,2.03072,1.2349700000000001
