,lat,lon
132061,40.75111,-74.004475
132159,40.723274,-74.00437
132160,40.723374,-74.004722
132166,40.725522,-74.005448
132167,40.7455,-73.999
132200,40.760405,-73.987475
132267,40.7667416,-73.982877
132673,40.7177999,-73.990172
132683,40.720182,-73.98859
132720,40.725352,-73.988019
132722,40.7602,-73.9889
132723,40.7450846,-73.9940036
132724,40.760612,-73.994355
132789,40.731438,-74.006856
132791,40.7332,-74.0064
132792,40.7484436585825,-73.9856028556824
132793,40.7298,-74.0046
132794,40.7316757,-74.0033834
132818,40.7336,-74.0068
132820,40.754174,-73.979099
132864,40.7305599,-74.006486
132900,40.7214,-73.982524
132901,40.7298602,-73.9914152
132903,40.721298,-73.982545
132913,40.7637,-73.988379
132926,40.7562008,-73.9903784
133007,40.734797,-73.980628
133017,40.7483623787253,-73.9854955673218
133024,40.7418602,-74.0015457
133030,40.7456497,-73.9822417
133200,40.7313198,-73.9825864
133202,40.7369017,-73.991686
133391,40.715878,-74.0049101
133392,40.745303,-73.985548
133393,40.745303,-73.985548
133396,40.733046,-73.988126
133397,40.733046,-73.988126
133398,40.73341,-73.99217
133399,40.7211605,-73.981017
133643,40.7242334,-74.0047491
133667,40.7540496,-73.9958295
133669,40.747009,-73.990153
133788,40.71794,-73.989594
133899,40.718737385027,-73.9878988265991
134209,40.7192,-73.9939
134210,40.7227778,-73.9879706
134211,40.725472,-73.987251
134212,40.7275,-73.9934
134213,40.7192,-73.9939
134214,40.7147,-73.9994
134216,40.7184,-74.0048
134217,40.7299998,-73.9928842
134218,40.7441,-73.9952
134219,40.7314629,-73.9943964
134220,40.7264294441746,-73.9834356307983
134221,40.7260716936935,-73.9834785461426
134569,40.7334249,-73.990703
134571,40.7199104,-73.9898688
134732,40.742899,-73.981951
134807,40.749712,-73.992255
134808,40.7502968123719,-73.9931130409241
134833,40.7294133334979,-73.9907312393188
134835,40.725492,-73.983811
134836,40.7496953558379,-73.9764833450317
134837,40.7522313,-73.9796805
135109,40.75597,-73.988585
135110,40.761075,-73.985756
135131,40.7629074,-73.9744022
135134,40.7639,-73.988
135143,40.75555,-73.993525
135149,40.749809,-73.990922
135150,40.7577664,-73.9792937
135151,40.746333,-73.99346
135152,40.753485,-73.984944
135153,40.75686,-73.977967
135154,40.7459365,-73.9937698
135155,40.7395584,-73.9789326
135364,40.7518774,-73.9901195
135468,40.7536739,-73.985936
135475,40.750051,-73.992358
135478,40.757925,-73.986441
135480,40.753987,-73.986011
135505,40.758992940688,-73.98517370224
135532,40.725962,-73.995908
136010,40.733217,-73.993767
136249,40.753134,-73.983299
136254,40.74766,-73.986115
136266,40.721907,-73.9977676
136267,40.755937,-73.993572
136268,40.7212,-73.9953
136269,40.7473,-74.0048
136501,40.758479,-73.9927205
136507,40.7538882,-73.9894401
136509,40.7617884636763,-73.9836502075195
136563,40.727002,-73.992513
136565,40.720245,-73.998653
136566,40.721364,-73.9982325
136768,40.757841,-73.983935
136855,40.7338438,-74.0007656
136860,40.760391,-73.97687
137133,40.7218,-73.9875
137954,40.7542,-73.989835
137955,40.752344,-73.988527
137956,40.7268,-74.0027
139048,40.76167,-73.983256
139050,40.733202,-73.990604
139051,40.7395714,-73.9887465
139213,40.741031,-73.989691
139220,40.7204,-73.9968
139279,40.7446876,-73.9952484
139289,40.739329,-73.985077
139320,40.7388,-73.9958
139321,40.740734,-73.993308
139520,40.7579563,-73.9777886
139521,40.7403356,-73.9946959
139522,40.7256,-73.996825
139523,40.7238628,-73.9981312
139530,40.7275009,-73.983806
139533,40.7304394,-73.9899568
139534,40.719762,-73.988093
139535,40.7446259,-73.990409
139536,40.730493,-73.98409
139684,40.716606,-73.998588
139685,40.7160174,-73.999566
139686,40.7212764,-74.001591
139687,40.718262,-73.99771
139688,40.718144,-74.000011
139689,40.717197,-73.99853
139690,40.72977,-73.998128
139691,40.724014,-73.996742
139693,40.728,-74.0014
139695,40.7376346,-73.9860832
139696,40.7181528,-73.997948
139697,40.7192482,-73.9938444
139699,40.718097,-73.999968
139700,40.71903,-73.997181
139702,40.72147,-73.997152
139703,40.724308,-73.998598
139704,40.716779,-73.999082
139705,40.716698,-73.998796
139707,40.720346,-74.003284
139708,40.747115,-74.000078
139709,40.7173,-73.9985
139714,40.72201,-74.001609
139717,40.749433,-73.994678
139720,40.716844,-73.999042
139721,40.7269198,-73.9966589
139722,40.716269,-73.997487
139723,40.7165,-73.9986
139725,40.747601,-74.00298
139726,40.7557739,-73.9860064
139728,40.7255,-74.004
139825,40.739656,-74.003287
139826,40.757693,-73.9742179
139827,40.757693,-73.9742179
139828,40.7399701,-74.0031809
139829,40.7578418,-73.9736032
139983,40.7574000901292,-73.9836072921753
139985,40.729149,-74.000622
139992,40.731699,-73.983704
139993,40.730412,-73.983581
139994,40.737043,-73.98153
139995,40.7563,-73.986584
140092,40.711834,-74.002377
140300,40.7135004218283,-74.0038204193115
140301,40.713743,-73.998919
140302,40.7119,-73.9996
140462,40.744737,-73.988034
140573,40.751951,-73.993843
140574,40.7658,-73.9828
140575,40.7417539939756,-74.0050542354584
140576,40.7368521479561,-73.9946365356445
140698,40.7247,-73.9901
140701,40.725013,-73.990719
140719,40.7253074021318,-73.9903020858765
140720,40.7245756253904,-73.9890146255493
140729,40.725446,-73.990365
141019,40.7530439365562,-73.9791870117188
141020,40.7545443,-73.9774449
141022,40.755053,-73.9797195
141023,40.754013,-73.980772
141024,40.7541,-73.9803
141026,40.7521451,-73.9756088
141202,40.727258767439,-73.9911603927612
141660,40.71446,-74.007439
141726,40.7630654,-73.9937169
141727,40.7630654,-73.9937169
141729,40.760103,-73.986144
141869,40.764005,-73.996405
141924,40.7629,-73.9885
142573,40.7422609,-74.002498
142845,40.731513,-74.003066
142847,40.7320733333333,-74.0048436666667
142848,40.717801,-73.98985
143213,40.725917,-74.000399
143214,40.725917,-74.000399
143286,40.731861,-73.99763
143287,40.7294702456179,-73.996524810791
143290,40.7172862,-73.9954316
143291,40.7250632,-73.9976946
143654,40.7185422260867,-73.9933061599731
143655,40.727744,-74.007256
143657,40.7473,-73.9773
144369,40.7376366301788,-73.9761561155319
144370,40.7673852,-73.9823921
144371,40.7525856,-73.9792164
144374,40.737447,-73.980442
144375,40.7330453,-73.9810743
144377,40.736015,-73.9795819
144382,40.731692,-73.984167
144385,40.718099,-73.991379
144386,40.7467367607185,-73.9971685409546
144511,40.7237545,-73.9964513
144829,40.743726,-73.991377
144975,40.720112,-74.000087
144982,40.719795,-74.000572
144983,40.755417,-73.992709
144984,40.7553233,-73.993266
144990,40.720112,-74.000087
144995,40.720112,-74.000087
145232,40.730589,-73.981547
145547,40.7376000483119,-73.9875555038452
145589,40.7534959,-73.9986576
145641,40.7641748,-73.9847444
145762,40.7496,-73.9846
145764,40.7158184,-73.9983538
146178,40.729964,-74.004072
146370,40.733209,-73.997828
146371,40.737526,-73.99305
146535,40.747286,-73.99216
146538,40.7417,-73.990689
146543,40.743997504485,-73.9954197406769
147041,40.761927,-73.985735
147735,40.7423148786975,-73.9918899536133
147979,40.7276757,-74.0009895
147980,40.713935,-73.9986838
148162,40.740846,-73.990301
148163,40.745294,-73.986435
148166,40.736551,-73.98958
148167,40.738601,-73.9884441
148168,40.743838,-73.989035
148172,40.743307,-73.989294
148345,40.7553892,-73.9815984
148547,40.7510214,-73.9753715
148548,40.7354894,-73.9984638
148549,40.738907,-74.000763
148550,40.725009,-73.99907
148551,40.750505,-73.976773
148552,40.744407,-73.987929
148632,40.752587,-73.993414
148681,40.748556,-73.999315
148922,40.7393963,-73.9919003
148923,40.764787,-73.982596
149169,40.741964,-74.004793
149170,40.756348,-73.982256
149226,40.714605,-73.986548
149230,40.753562,-73.992416
149231,40.756477,-73.990351
149236,40.7543708,-73.9920183
149240,40.754505,-73.992186
149241,40.754375,-73.99223
149244,40.753623,-73.992369
149245,40.754818,-73.992974
149718,40.753496,-73.998658
149743,40.715,-74.0017
150059,40.723225,-74.003632
150060,40.7198839322462,-73.9881563186646
150061,40.718341,-73.988636
150065,40.7147984,-74.0026528
150066,40.7193941,-74.0018738
150068,40.7254719,-73.9967291
150069,40.752416,-73.97837
150070,40.7498697,-73.9879437
150071,40.75219,-73.993464
150074,40.751522,-73.993948
150075,40.756034,-73.9869451
150076,40.75927,-73.980886
150077,40.7353272,-73.9898633
150078,40.7482911,-73.9882181
150079,40.7617559582706,-73.9838647842407
150081,40.7404127287231,-74.0055370330811
150082,40.7418271531206,-73.9891004562378
150083,40.749727867141,-73.9916324615479
150377,40.763284,-73.982506
150392,40.761151,-73.975377
150393,40.7384811,-73.9899579
150394,40.7400674,-73.9972962
150395,40.7415929,-74.0070201
150396,40.741161,-74.005467
150397,40.7339424,-73.9991573
150398,40.7312889,-73.9940521
150399,40.72735,-73.986041
150400,40.7212,-73.9876
150401,40.71771,-73.990706
150402,40.7151903,-73.9917091
150403,40.7252083,-73.9920194
150404,40.7242341268242,-73.9926624298096
150405,40.7271,-73.9926
150406,40.7267724,-73.9944339
150407,40.7235511244351,-73.9980161190033
150408,40.722107,-73.995552
150409,40.722592,-73.996667
150410,40.7212758,-73.9980189
150411,40.7206383,-74.0008557
150412,40.7195297,-74.0060415
150524,40.7142691,-74.0059729
150525,40.7450908,-73.9807014
150526,40.757265,-73.995311
150527,40.744921,-73.983291
150528,40.7471899057325,-73.9852219820023
150539,40.713325,-73.997103
150547,40.7578836,-73.9874268
150603,40.764698,-73.980968
150893,40.760198,-73.994129
150895,40.739439,-73.996411
151013,40.7545864,-73.9880356
151014,40.7544795,-73.988112
151020,40.7333,-74.0022
151021,40.7333349,-74.003613
151022,40.728107,-73.984833
151023,40.731966,-74.003183
151065,40.7375406,-73.9996746
151066,40.7512721357279,-74.0062236785889
151068,40.7160401,-73.98708
151069,40.7286114,-73.9877477
151070,40.7409212,-73.9995126
151072,40.738874,-73.999698
151075,40.7282019068267,-74.007511138916
151076,40.7597544,-73.9898138
151078,40.764059,-73.976874
151079,40.7636,-73.9778
151081,40.7459,-74.0014
151082,40.713955826286,-73.9896154403687
151083,40.725216,-73.99271
151085,40.7312,-73.9952
151086,40.7519566,-73.9772328
151087,40.756012,-73.980306
151090,40.7246662,-73.9818065
151091,40.7450869,-73.9940674
151092,40.7306,-74.0022
151093,40.7279,-73.9841
151095,40.76163,-73.9748659
151096,40.7577037,-73.9792279
151099,40.720078,-73.997562
151101,40.7542698,-73.9845578
151102,40.7159,-73.9912
151104,40.729571,-73.985044
151310,40.71368,-74.006527
151311,40.7588533,-73.9746981
151312,40.7536059,-73.9833702
151317,40.761697,-73.9936
151322,40.7268,-73.9876
151330,40.7394563,-74.0018698
151331,40.727186,-73.980133
151332,40.7205913664233,-73.9970827102661
151342,40.721026,-73.983804
151343,40.7544479,-73.978558
151344,40.727416,-73.988156
151345,40.7203,-73.984002
151346,40.7285,-73.9832
151349,40.7202,-73.9877
151512,40.7284909,-74.005303
151524,40.745718,-73.990775
151525,40.747907209689,-73.993091583252
151526,40.7476,-73.9968
151527,40.7471354,-73.9897424
151528,40.744209,-73.990622
151529,40.7442,-73.9919
151530,40.745575,-73.9908313
151531,40.7445879,-73.9915982
151532,40.7455175211352,-73.9923512935638
151741,40.747317,-73.986476
151756,40.7613274,-74.0016016
151813,40.7126546624282,-74.0073394775391
151814,40.7452086435588,-73.9907097816467
151816,40.72769,-73.992583
151818,40.7351,-74.0003
151824,40.733129,-74.0030614
152131,40.745468,-73.99168
152133,40.741964,-74.004793
152134,40.7276978167479,-74.0076506137848
152135,40.7654838,-73.9911776
152139,40.723309,-73.987415
152688,40.7224856,-73.9970676
152881,40.735403,-74.004877
153402,40.7163,-73.9994
153688,40.752235253503,-73.9736080169678
153777,40.7401087166667,-73.9822236
153789,40.726474,-73.982541
153790,40.722713623844,-73.9988529682159
153791,40.7240299,-73.9953322
153792,40.7266408412823,-73.9813756942749
153835,40.73988,-74.0061336
153836,40.7416576,-74.0069944
153837,40.7436631,-73.9998846
153838,40.7639771,-73.9759841
153839,40.7647379,-73.9821899
153840,40.741913,-74.004459
153841,40.7417581,-73.9995665
153842,40.7213475808503,-73.9999687671661
153844,40.7248683,-73.9983912
153873,40.75911,-73.982085
153876,40.7368431,-73.997716
153959,40.7262,-74.0021
153963,40.7232,-74.0022
153965,40.7387,-73.9903
153966,40.723311,-73.999045
154011,40.718981,-73.997732
154088,40.736824,-73.9914994
154092,40.7479606,-73.981393
154093,40.755978,-73.990396
154410,40.7518121,-73.9777115
154411,40.751711,-73.977385
154412,40.743509,-73.977166
154900,40.748509,-73.982207
154902,40.748917,-73.982683
154903,40.746916,-73.981413
154905,40.712859,-73.9965665
154906,40.7128376,-73.996821
154907,40.71311,-73.996059
154908,40.71283,-73.995999
154909,40.7131029,-73.996148
154912,40.7372,-73.9917
154913,40.713903,-73.996879
154914,40.7201,-73.9961
154933,40.756831,-73.982213
155004,40.7451,-73.9928
155006,40.7424976,-73.9877778
155015,40.7221,-73.9879
155017,40.713271,-73.997094
155022,40.719655,-73.988838
155023,40.7424468,-73.991779
155028,40.7412659,-73.9964479
155033,40.729905,-74.000246
155035,40.747848,-73.9758839
155036,40.7268112,-73.9945067
155048,40.750051,-73.992358
155055,40.718939,-73.989807
155060,40.7208,-73.9928
155061,40.7231,-74.0018
155062,40.7296,-73.985
155063,40.7296,-73.9851
155193,40.758028,-73.990954
155195,40.751744,-73.975582
155198,40.7519315,-73.975584
155206,40.750768,-73.974453
155207,40.733221,-73.990679
155269,40.7185,-74.0047
155343,40.7410262,-73.9897806
155344,40.739,-73.9925
155345,40.7385173,-73.9937769
155347,40.7305907,-74.0068124
155348,40.735052,-74.005802
155579,40.744691,-73.976292
155580,40.745434,-73.975969
155581,40.7482075,-73.989941
155590,40.7130450142555,-73.994722366333
155592,40.7112518166586,-74.0001726150513
155593,40.712634,-73.996846
155594,40.7192281,-74.0038831
155595,40.718684,-74.001378
155596,40.7119625,-73.997989
155599,40.7154488,-73.9985738
155600,40.753223,-73.974981
155603,40.7119275,-73.9983404
155606,40.717006,-73.9991919
155609,40.754332,-73.986257
155614,40.7101965,-73.9964708
155616,40.713206,-73.9974019
155617,40.7129546,-74.0008451
155626,40.7171499,-73.999351
155629,40.7299,-73.9808
155634,40.7149539,-73.9988526
155643,40.752591,-73.991749
155648,40.7421487,-73.9892741
155664,40.7545449,-73.9950118
155727,40.7399087311527,-73.9851951599121
155743,40.744323,-73.983927
155912,40.7331889,-74.0023895
155914,40.754332,-73.986257
155918,40.7348522861397,-73.9907956123352
155967,40.727938,-73.990973
155968,40.740559,-74.006953
156023,40.741627,-74.0011268
156025,40.7386587,-73.9898164
156027,40.7122801,-74.0079049
156028,40.7397188,-73.9950925
156036,40.755775,-73.985153
156039,40.760746,-73.994361
156041,40.727737,-73.995405
156042,40.7498018,-73.9877705
156043,40.7361136,-73.9892449
156044,40.7351326,-73.9915547
156045,40.7406,-74.0037
156046,40.7421523039026,-73.9906454086304
156049,40.7493159,-73.9889493
156052,40.740644,-73.9874242
156053,40.7335849,-74.003074
156054,40.7367752,-73.9894666
156061,40.714637,-74.007822
156063,40.749983,-73.994918
156064,40.7611058468191,-73.9831781387329
156065,40.732459,-73.985173
156067,40.751887,-73.988006
156106,40.758146,-73.977401
156130,40.758146,-73.977401
156131,40.758146,-73.977401
156132,40.758146,-73.977401
156161,40.720114,-74.005092
156162,40.7560064,-73.9889878
156166,40.733,-73.9857
156173,40.7165,-73.9986
156189,40.7177,-74.0009
156194,40.748688,-73.991635
156195,40.722036,-73.986806
156208,40.728,-73.9813
156223,40.7254131,-74.0032367
156224,40.7254,-74.0038
156226,40.7271855922726,-73.9887356758118
156229,40.7229,-73.9993
156230,40.725889,-74.001493
156231,40.7237,-73.9988
156299,40.741009,-73.983286
156301,40.740855,-73.983142
156302,40.740527,-73.983521
156304,40.7407171,-73.9833095
156305,40.740413,-73.983194
156306,40.7396,-73.984401
156312,40.741069,-73.983243
156353,40.767418,-73.987959
156449,40.744181,-73.993193
156501,40.7527165,-73.984927
156503,40.7189723,-74.0010193
156507,40.752211,-73.9837268
156508,40.758507,-73.977916
156549,40.726835976478,-73.9997863769531
156952,40.758408,-73.985517
156978,40.76,-73.99
156980,40.7268,-73.9886
156991,40.7269660662905,-73.9946365356445
157311,40.7478025,-73.9985185
157313,40.7639355,-73.997547
157314,40.733468,-74.000696
157315,40.751309,-74.006696
157622,40.75076,-73.979376
157713,40.7222971,-73.9943133
157719,40.735859,-73.9870229
157720,40.7217,-73.9942
157833,40.7491282,-73.9902506
157853,40.7277140777778,-74.0072965621948
157855,40.750521,-74.003656
157856,40.7277458,-74.0072868
157924,40.7639478,-73.9803727
158074,40.7575613,-73.9821692
158080,40.7526561,-73.9856997
158081,40.74279,-73.99235
158086,40.754332,-73.992313
158088,40.757931,-73.982518
158092,40.7588710402083,-73.9769983291626
158093,40.7565223806547,-73.9798736572266
158126,40.737743,-73.988239
158129,40.747565,-73.975323
158130,40.7332,-73.994935
158133,40.7389,-73.9842
158134,40.757091,-73.986504
158138,40.733548,-73.993511
158190,40.7404667,-73.9983161
158191,40.733024,-73.9935765
158193,40.7203159,-73.98762
158194,40.7347,-73.9941
158198,40.7471796,-73.9951035
158199,40.7547063,-73.9858412
158200,40.7547,-73.9858
158201,40.739843,-73.990009
158202,40.7579147,-73.9893606
158204,40.721,-73.9932
158205,40.720933,-73.993542
158206,40.7156142,-73.9994612
158210,40.721159,-73.9896429
158211,40.7446,-73.9969
158212,40.7601953,-73.9870179
158214,40.734808,-73.994419
158407,40.752024,-73.986572
158422,40.755322,-73.9932872
158435,40.753485,-73.984944
158439,40.7517932,-73.9863658
158441,40.7517932,-73.9863658
158454,40.750268,-73.992032
158455,40.752585,-73.987915
158474,40.76048,-73.982783
158480,40.7482033,-73.9928363
158482,40.746193,-73.982196
158501,40.753895,-73.977921
158521,40.7185,-74.0048
158522,40.7271,-74.0055
158524,40.722224,-74.0066363
158537,40.7471279,-73.991786
158540,40.734694,-74.000307
158543,40.7615,-73.9973
158544,40.7314136,-74.00043
158545,40.728308,-73.994973
158639,40.745283,-73.992519
158706,40.753788,-73.974387
158808,40.7184934362623,-73.9978981018066
158809,40.742274235036,-73.9878988265991
158810,40.767607,-73.983285
158811,40.7188024378799,-74.0066528320312
158826,40.7275043,-73.9800645
158827,40.724255,-73.978763
158828,40.7358703,-73.9873717
158829,40.7231116,-73.9795947
158830,40.7243967454076,-73.9786291122437
158832,40.7255025412373,-73.9813327789307
158833,40.724626,-73.9794469
158834,40.7253,-73.978
158838,40.7199083266533,-73.9809465408325
158839,40.7244,-73.9786
158840,40.723643,-73.978383
158841,40.7380346,-73.9963386
158844,40.727305,-73.980412
159003,40.749257,-73.977952
159395,40.763028,-73.978925
159396,40.762661,-73.978716
159397,40.760846,-73.97997
159399,40.762425,-73.979021
159400,40.760846,-73.97997
159402,40.758102,-73.980267
159406,40.757884,-73.9794939
159641,40.729546,-73.98569
159745,40.735,-74.008
159802,40.7366570421326,-73.9868688583374
160011,40.7268,-73.9863
160092,40.7676,-73.9905
160093,40.7246611,-73.9947115
160094,40.722659,-73.998182
160275,40.7429,-73.9959
160293,40.722975,-74.000297
160357,40.7285,-73.9994
160502,40.7496628445189,-73.9918899536133
160506,40.746269,-73.993012
160509,40.762081,-73.983629
160584,40.751259,-73.994125
160812,40.741762,-73.992267
160860,40.7192,-74.0032
160862,40.7293,-73.9984
160876,40.752645,-73.9848538
160952,40.728299,-74.004807
161059,40.727821,-73.980892
161064,40.756485,-73.984584
161066,40.7274213786319,-73.9827919006348
161068,40.7143528,-74.0059731
161074,40.7331612991633,-73.9825129508972
161075,40.762747,-73.983071
161107,40.7565038,-73.9978306
161108,40.7158469,-73.998699
161109,40.7289605,-73.9847049
161110,40.729539,-73.986297
161111,40.7287222538707,-73.9903879165649
161112,40.7311505,-73.9826869
161113,40.7164,-73.9993
161114,40.726064,-73.977721
161116,40.7179,-73.9962478
161117,40.7156173,-73.9897411
161118,40.72939,-73.988912
161119,40.7542686,-73.9826923
161120,40.72909,-73.989568
161121,40.71614,-73.999396
161122,40.7145,-73.9985
161123,40.715253,-73.998029
161124,40.7502431,-73.97723
161126,40.731111,-73.988355
161127,40.71806,-73.996494
161130,40.714807,-73.993061
161131,40.714279,-73.994122
161132,40.7222441,-74.004821
161133,40.764403,-73.986626
161134,40.7161,-73.9979
161135,40.732147,-73.985519
161203,40.72861,-73.987319
161352,40.7548,-73.9901
161503,40.7383219,-74.004619
161506,40.7332849,-73.9932103
161507,40.721473,-73.997979
161508,40.7456,-74.0024
161512,40.7436477,-73.9891927
161515,40.7603,-73.9946
161518,40.7346211,-73.9988127
161528,40.7166,-73.9896
161715,40.760937,-73.9875069
161716,40.760937,-73.9875069
161721,40.7568158,-73.988762
161723,40.7385304,-73.9954649
161725,40.7567824439293,-73.9860963821411
161805,40.754474,-73.998928
161809,40.754568,-73.998353
161810,40.749471,-73.993262
161811,40.7556381,-73.9946428
161812,40.754507,-73.999014
161813,40.746957,-73.996875
161814,40.7538849,-73.9973991
161815,40.7239088884654,-74.0043783187866
161819,40.7468952602226,-73.9850074052811
161820,40.7217,-74.0043
161874,40.725844,-73.996975
161875,40.7283279287498,-73.9873033761978
161896,40.7642749,-73.9823614
161926,40.750523,-73.984917
161927,40.752019,-73.988495
161928,40.7469,-73.9864
161968,40.758992940688,-73.9853239059448
162047,40.7362180519377,-73.9979195594788
162073,40.7544449,-73.989679
162074,40.750133,-73.9875136
162075,40.766901,-73.988675
162077,40.7311896,-73.995086
162078,40.739082,-73.98267
162130,40.735909,-73.989079
162131,40.7361118,-73.9892462
162136,40.739957,-73.987514
162139,40.7273684,-73.9938271
162141,40.7360239,-73.9893081
162142,40.742541,-73.984754
162143,40.7354538769105,-73.9885854721069
162144,40.737,-73.9901
162229,40.7283,-74.007
162232,40.7142691,-74.0059729
162239,40.7404,-73.9941
162249,40.719399,-74.003046
162250,40.7192,-73.9963
162251,40.7196138,-73.998677
162255,40.7248,-73.999
162256,40.7163,-74.0047
162257,40.7240768,-73.982502
162258,40.7299,-73.9834
162261,40.741964,-74.004793
162262,40.741967,-73.9894911
162268,40.741957,-73.989184
162269,40.71961,-74.004633
162274,40.7268,-73.9864
162275,40.7518657,-73.9770141
162276,40.71925,-73.984737
162277,40.718415,-74.000995
162280,40.7232879,-73.983149
162281,40.735859,-73.9870229
162282,40.7359522,-73.9893853
162283,40.742762,-73.991364
162284,40.7258,-74.0022
162285,40.7146389271322,-73.9987564086914
162286,40.7344,-73.999
162303,40.752287,-73.991026
162351,40.764324,-73.979294
162725,40.759851,-73.99061
162728,40.7492401959256,-73.9878988265991
162752,40.728299,-74.004807
162969,40.7630636,-73.9890644
162970,40.7627613,-73.9891247
162971,40.765573,-73.983298
162977,40.7407936,-73.9972818
163006,40.7678478,-73.9823113
163079,40.741525,-73.990011
163090,40.767238,-73.9866
163092,40.724624,-74.007812
163094,40.767,-73.986
163095,40.7658965,-73.9872007
163096,40.7412822,-73.989941
163097,40.74,-73.9849
163106,40.7349,-73.9925
163108,40.74346,-74.00723
163110,40.7331702,-73.9934255
163111,40.7559047263001,-73.9888858795166
163112,40.765288,-73.977981
163114,40.7560997756636,-73.9894008636475
163117,40.7672354,-73.9816772
163120,40.729464,-73.989086
163134,40.751841,-73.993907
163135,40.749858,-73.991461
163672,40.7591392209687,-73.9850449562073
164217,40.741978,-73.980726
164222,40.7455413,-73.9777223
164317,40.7181,-74.0072
164349,40.7170134612603,-74.0065670013428
164542,40.7225,-73.9975
164543,40.734186,-74.004893
164544,40.7269985887039,-73.9837789535522
164545,40.7343,-74.0027
164739,40.745971,-73.9852329
165524,40.7289283,-73.9887503
165945,40.757384,-73.976226
165958,40.756441,-73.974788
166355,40.740882,-74.005464
166739,40.742241720089,-73.9852702617645
166741,40.7176,-73.9976
166742,40.7176,-73.9976
166743,40.767087,-73.983908
166746,40.7224,-73.9877
166748,40.748675,-74.003101
166749,40.763312,-73.988462
166750,40.7678,-73.9823
166752,40.736958,-74.002195
166760,40.7291,-74.0015
166763,40.741489,-73.999373
166811,40.750051,-73.992358
166817,40.7548975,-73.9882213
166821,40.75479,-73.9918704
166822,40.7428944,-73.992803
166828,40.7660393,-73.9812553
166838,40.765593,-73.980748
166841,40.75219,-73.993464
166848,40.716378,-74.007454
166867,40.7593166,-73.9751214
166887,40.752144,-73.990686
166892,40.7457155,-73.9780756
166902,40.747376,-73.982889
166903,40.7518774,-73.9901195
166906,40.7522313,-73.9796805
166953,40.72687,-74.0020776
167216,40.7414857430888,-73.9905595779419
167217,40.72523,-74.005605
167218,40.7373,-73.9907
167221,40.7601831,-73.9869892
167222,40.7389,-73.9892
167225,40.7284,-73.9991
167226,40.739843,-73.990009
167227,40.74376,-73.983672
167236,40.7494352648409,-73.9777278900146
167240,40.745664,-73.988907
167241,40.752473,-73.991466
167242,40.746379,-73.987309
167300,40.7309,-74.0007
167301,40.747403,-73.992827
167633,40.7573,-73.9806
167677,40.7539054,-74.0069422
167679,40.7548,-73.9906
168944,40.730001,-73.979827
168949,40.7317141704124,-73.9892292022705
168951,40.728495,-73.999835
168953,40.752664,-73.994309
168955,40.731941,-73.989006
169090,40.745913,-73.979291
169116,40.760244,-73.979831
169199,40.7484567,-73.976863
169202,40.7554786,-73.9801132
169207,40.74461,-73.987504
169209,40.74461,-73.987504
169262,40.7516,-73.9876
169299,40.7413394239672,-74.0062022209167
169300,40.739382,-74.0068596
169301,40.743843,-74.006331
169321,40.7466717351717,-73.9978551864624
169324,40.7272199,-74.0006882
169364,40.739843,-73.990009
169366,40.7440706611623,-73.9873838424683
169522,40.715279,-73.991944
169524,40.733862,-73.99334
169525,40.7331162,-73.9959131
169771,40.7618078,-73.9790426
169773,40.750505,-73.976773
170107,40.742322,-73.984211
170123,40.723128,-73.990259
170233,40.71764774029,-73.9887142181396
170234,40.7289,-73.9993
170235,40.719803,-73.9868539
170236,40.7201168,-73.9883409
170681,40.7531,-73.9877
170750,40.75228,-73.978372
171031,40.7252,-73.9889
171174,40.723785,-73.99875
171326,40.7556558,-73.9820366
171327,40.7556607,-73.9820482
172006,40.7337385158952,-74.0023827552795
172009,40.7567949,-73.984126
172029,40.724536,-73.978603
172163,40.747012,-73.9860209
172165,40.760641,-73.98476
172167,40.755618,-73.98862
172169,40.7463,-73.994
172170,40.7558,-73.9904
172171,40.757,-73.9834
172401,40.715626,-73.998497
172557,40.74407,-73.992761
172558,40.733348,-74.004719
172560,40.72586,-73.9886969
172599,40.736643,-73.9950922
172772,40.7614421,-73.9860844
172860,40.7246503,-73.996288
172861,40.761845,-73.98424
172882,40.7286,-73.9919
172884,40.744788,-73.9837643
173010,40.714566,-73.985283
173011,40.714206,-73.985425
173012,40.7455,-73.9946
173015,40.7159142,-73.9866688
173019,40.714262,-73.985867
173021,40.715204,-73.984596
173025,40.714397,-73.985455
173027,40.714696,-73.983941
173030,40.749074,-73.994197
173032,40.728869,-73.98453
173375,40.7583022,-73.9901124
173400,40.7607157768962,-73.9811611175537
173403,40.7390789,-73.991911
173443,40.759495,-73.989767
173444,40.7602,-73.9908
174284,40.7155497173582,-73.9984560012817
174587,40.729331,-74.000738
174588,40.7191,-73.9974
174590,40.7416320618884,-73.9783769845963
174591,40.7427,-73.9866
174592,40.7291529,-74.001681
174898,40.732236,-74.003313
175121,40.732917,-73.986834
175123,40.7389,-74.0078
175132,40.718961,-74.001273
175133,40.7253,-73.983
175134,40.7262505691744,-73.98193359375
175135,40.7181,-73.9902
175136,40.7224369,-73.9876952
175137,40.7254736,-73.983958
175138,40.742372,-73.982958
175139,40.725774,-73.985785
175152,40.7239763,-74.0008497
175293,40.737713,-74.003997
175294,40.7299,-73.9819
175295,40.747385,-73.977281
175347,40.720511,-73.979251
175348,40.716976,-73.976659
