venue,user,time
139533,1387165,2011-12-11 01:04:34
139533,1377012,2011-12-11 00:35:46
139533,1387166,2011-12-10 23:35:48
139533,889978,2011-12-10 23:07:48
139533,29992,2011-12-10 23:04:38
16476,1387170,2011-12-11 01:52:29
13384,1387174,2011-12-11 00:46:01
28505,1387191,2011-12-11 01:34:24
78446,606521,2011-12-11 01:40:56
78446,74119,2011-12-10 23:20:27
3317,1337127,2011-12-11 01:56:34
3317,1378313,2011-12-11 01:55:17
3317,1387237,2011-12-11 01:40:15
232968,1387244,2011-12-11 01:10:41
232968,929985,2011-12-11 00:55:49
232968,1387245,2011-12-11 00:29:06
232968,1374603,2011-12-11 00:11:36
14389,173494,2011-12-11 02:03:54
14389,1058283,2011-12-11 02:02:31
14389,1387255,2011-12-11 01:59:01
14389,424363,2011-12-11 01:53:35
14389,1387257,2011-12-11 01:42:04
14389,74886,2011-12-11 01:41:43
14389,1382778,2011-12-11 01:36:39
14389,84306,2011-12-11 01:36:38
14389,1387259,2011-12-11 01:33:35
14389,1387260,2011-12-11 01:31:30
14389,155659,2011-12-11 01:25:14
14389,952692,2011-12-11 01:21:43
10126,1387261,2011-12-11 00:48:29
41041,1387288,2011-12-11 02:05:05
41041,1387289,2011-12-11 00:14:10
21856,128105,2011-12-11 02:00:19
21856,125702,2011-12-11 01:56:33
21856,218950,2011-12-11 01:55:47
21856,103618,2011-12-11 01:55:09
21856,300937,2011-12-11 01:12:33
21856,457991,2011-12-11 01:00:15
21856,1387291,2011-12-10 23:27:15
53002,1387294,2011-12-11 00:06:46
177616,1387300,2011-12-11 01:26:47
177616,156156,2011-12-11 00:43:26
3073,1387360,2011-12-11 01:33:40
3073,685770,2011-12-10 23:33:17
22533,231275,2011-12-11 01:14:41
28833,1387376,2011-12-11 01:28:26
28833,1387379,2011-12-11 01:26:48
28833,1387382,2011-12-11 00:59:31
28833,1387386,2011-12-11 00:17:25
28833,1387391,2011-12-11 00:02:18
28833,1387395,2011-12-11 00:02:16
28833,213194,2011-12-10 23:50:49
36530,298014,2011-12-11 00:36:06
34328,215221,2011-12-11 01:26:40
34328,1387454,2011-12-11 01:08:42
34328,143887,2011-12-11 00:42:52
15273,1387457,2011-12-11 00:29:10
15273,398910,2011-12-11 00:23:07
67406,161757,2011-12-11 01:40:06
67406,1387467,2011-12-11 01:39:45
67406,204770,2011-12-11 01:17:34
67406,746030,2011-12-11 01:06:55
166903,1387468,2011-12-10 23:14:00
67406,560419,2011-12-11 00:47:48
67406,849527,2011-12-10 23:53:36
307545,1216869,2011-12-10 23:53:13
266720,1387473,2011-12-11 01:32:26
266720,591793,2011-12-11 01:32:23
202296,1387479,2011-12-11 00:45:08
6383,83126,2011-12-11 01:39:17
6383,11345,2011-12-11 01:19:57
243081,1387530,2011-12-11 01:22:29
12041,282043,2011-12-11 01:36:25
12041,1358834,2011-12-11 01:15:02
12041,1378619,2011-12-11 01:11:58
12041,228339,2011-12-11 01:04:20
12041,1384903,2011-12-11 00:59:18
10080,1387548,2011-12-11 02:10:46
10080,249358,2011-12-11 01:55:47
10080,179234,2011-12-11 00:21:59
10080,1387551,2011-12-10 23:33:42
219729,991485,2011-12-11 02:01:11
93984,26584,2011-12-11 01:25:52
22412,1249968,2011-12-11 02:01:19
22412,1387586,2011-12-11 01:47:10
22412,1387591,2011-12-11 01:39:58
786,1387604,2011-12-11 01:10:58
786,426351,2011-12-11 01:01:25
786,1344269,2011-12-10 23:56:42
57197,1387615,2011-12-11 00:56:02
57197,520647,2011-12-10 23:37:02
57197,1353191,2011-12-10 23:35:00
57197,196458,2011-12-10 23:25:33
57197,127908,2011-12-10 23:16:25
108447,1349496,2011-12-11 02:13:22
108447,229169,2011-12-11 01:58:06
108447,632310,2011-12-11 01:57:25
108447,524148,2011-12-11 00:12:41
162281,440820,2011-12-11 00:50:42
10122,420204,2011-12-11 01:28:13
10122,1387657,2011-12-11 00:36:03
27031,1362774,2011-12-11 01:16:42
27031,1387679,2011-12-10 23:39:33
6726,779280,2011-12-11 02:14:24
6726,1387683,2011-12-11 02:13:37
6726,1360188,2011-12-11 01:22:18
6726,1352452,2011-12-11 01:11:55
353266,1387702,2011-12-11 01:45:42
353266,1387703,2011-12-11 01:35:23
353266,1387704,2011-12-11 01:01:13
353266,761922,2011-12-11 00:39:54
229803,1374651,2011-12-11 02:03:33
353266,10926,2011-12-11 00:39:22
229803,1374652,2011-12-11 02:02:17
353266,1387706,2011-12-10 23:53:03
353266,436633,2011-12-10 23:31:11
229803,84595,2011-12-11 01:54:49
353266,84472,2011-12-10 23:19:19
229803,79862,2011-12-11 01:53:52
229803,622477,2011-12-11 01:53:10
229803,6644,2011-12-11 01:27:56
105118,1382404,2011-12-10 23:47:17
105118,1387714,2011-12-10 23:18:26
151083,1381230,2011-12-11 02:08:18
151083,648997,2011-12-11 01:55:04
151083,1336841,2011-12-11 01:30:53
151083,1138111,2011-12-11 01:22:17
151083,335341,2011-12-10 23:41:18
3406,29584,2011-12-11 00:16:32
312313,1387740,2011-12-11 00:13:35
10015,1351050,2011-12-11 02:02:46
11021,375470,2011-12-11 01:02:46
10015,1351051,2011-12-11 01:57:23
10015,910795,2011-12-11 01:56:55
10015,578619,2011-12-11 01:01:42
10015,1387768,2011-12-11 00:51:43
10015,105431,2011-12-11 00:25:15
10015,1387769,2011-12-11 00:20:10
10015,1387770,2011-12-10 23:19:52
830,234266,2011-12-10 23:46:45
37298,1387782,2011-12-11 02:16:57
37298,336430,2011-12-11 01:31:47
37298,215651,2011-12-11 01:30:09
37298,437969,2011-12-11 01:19:25
37298,639203,2011-12-11 00:58:03
37298,1387784,2011-12-10 23:24:58
724671,320083,2011-12-11 02:00:49
30939,85354,2011-12-11 01:35:53
30939,1387787,2011-12-11 01:09:13
30939,1387789,2011-12-10 23:21:13
23344,196284,2011-12-11 02:07:12
23344,1387811,2011-12-11 01:46:36
113441,1032572,2011-12-11 02:17:32
113441,1387827,2011-12-11 02:15:21
113441,1387829,2011-12-11 01:48:09
113441,1387830,2011-12-11 00:32:28
10006,1387831,2011-12-11 01:50:21
106258,1338371,2011-12-11 01:56:59
106258,734844,2011-12-11 01:40:04
106258,1387853,2011-12-11 01:36:26
106258,1387854,2011-12-11 01:32:14
106258,34566,2011-12-11 01:16:23
106258,1387855,2011-12-11 01:10:58
106258,600718,2011-12-11 01:10:06
106258,79206,2011-12-11 01:09:49
106258,1369132,2011-12-11 00:59:51
106258,1387860,2011-12-11 00:55:03
106258,1359793,2011-12-11 00:54:45
106258,1387861,2011-12-11 00:45:40
106258,617302,2011-12-11 00:38:36
106258,516347,2011-12-11 00:34:45
106258,1387865,2011-12-11 00:13:58
34633,1372121,2011-12-11 02:00:48
34633,1387866,2011-12-11 01:52:13
34633,81071,2011-12-10 23:53:34
32167,1344005,2011-12-11 01:36:44
32167,1387881,2011-12-11 01:06:39
32167,1387882,2011-12-11 01:06:14
32167,1371486,2011-12-11 01:05:59
32167,1368216,2011-12-11 01:02:31
32167,50140,2011-12-11 00:51:47
1343,1387887,2011-12-11 01:46:59
1090874,1387896,2011-12-10 23:31:20
142848,1343483,2011-12-11 02:19:21
13793,1387904,2011-12-11 01:58:39
9134,553448,2011-12-11 01:57:20
9134,51257,2011-12-11 01:52:43
9134,254940,2011-12-11 01:39:21
9134,1387926,2011-12-11 01:37:11
9134,1387927,2011-12-11 01:20:19
9134,75604,2011-12-11 01:04:53
9134,1358341,2011-12-11 01:03:33
9134,1387928,2011-12-11 01:02:09
102999,801837,2011-12-11 02:17:58
102999,1387950,2011-12-11 02:13:31
102999,394978,2011-12-11 01:57:29
102999,1336538,2011-12-11 00:13:02
102999,1387951,2011-12-11 00:12:24
193289,787400,2011-12-11 02:08:51
33565,1023222,2011-12-11 01:37:37
33565,23672,2011-12-11 01:25:37
33565,1138347,2011-12-11 00:53:06
33565,1375709,2011-12-11 00:46:07
69922,332855,2011-12-11 02:04:05
60484,1355877,2011-12-11 01:55:35
60484,154282,2011-12-11 01:32:23
3065,1361417,2011-12-11 02:19:17
3065,1387991,2011-12-11 01:20:06
304186,1387999,2011-12-11 01:52:45
14389,344208,2011-12-11 02:25:50
14389,622420,2011-12-11 02:20:37
14389,1388006,2011-12-11 02:16:51
192289,1388010,2011-12-11 02:09:10
192289,423803,2011-12-11 01:15:46
4933,1388037,2011-12-11 02:26:52
4933,1388039,2011-12-11 02:24:56
4933,367955,2011-12-11 01:32:59
4933,753667,2011-12-11 00:39:17
4933,1388047,2011-12-10 23:57:03
11495,1388091,2011-12-11 02:02:02
11495,648648,2011-12-11 01:51:42
11495,23274,2011-12-11 00:17:58
11495,1388092,2011-12-10 23:39:42
788,981239,2011-12-11 02:21:19
788,79803,2011-12-11 02:15:21
788,1339604,2011-12-11 02:14:38
788,1335957,2011-12-11 02:03:00
788,1033187,2011-12-11 02:02:57
25506,1388105,2011-12-11 00:20:59
25506,725482,2011-12-10 23:47:17
80851,1388108,2011-12-11 01:56:48
80851,1388109,2011-12-11 01:37:58
80851,1375809,2011-12-11 00:20:49
80851,267804,2011-12-10 23:48:05
162257,274911,2011-12-11 00:37:47
49876,298080,2011-12-11 02:02:40
49876,554168,2011-12-11 01:49:37
49876,1376717,2011-12-11 00:19:40
7282,60259,2011-12-11 01:37:58
55937,1388121,2011-12-11 02:15:23
55937,206641,2011-12-11 02:14:49
55937,706403,2011-12-11 02:14:08
55937,706398,2011-12-11 02:13:08
334313,1338377,2011-12-11 00:29:12
90057,323729,2011-12-11 01:38:01
12019,981639,2011-12-11 00:46:35
3317,125997,2011-12-11 02:28:05
3317,1356379,2011-12-11 02:22:58
3317,1388177,2011-12-11 02:21:27
82170,947185,2011-12-11 00:47:01
15221,41417,2011-12-11 01:11:22
82170,294598,2011-12-11 00:41:04
82170,24209,2011-12-11 00:34:04
15221,1388181,2011-12-11 00:57:58
15221,1388182,2011-12-11 00:40:36
66730,1388199,2011-12-10 23:48:49
98290,303638,2011-12-11 01:35:17
98290,580371,2011-12-11 01:17:53
98290,1388204,2011-12-11 00:36:35
98290,446011,2011-12-11 00:17:34
183395,1388221,2011-12-11 02:26:57
41383,369276,2011-12-11 02:29:40
41383,212653,2011-12-11 02:27:28
492373,104798,2011-12-11 01:49:56
41383,1388232,2011-12-11 01:04:57
41383,1388238,2011-12-11 00:53:57
5019,1388249,2011-12-11 01:52:53
5019,402110,2011-12-11 01:44:38
7558,492144,2011-12-11 02:07:46
5019,107024,2011-12-11 01:43:00
5019,1357223,2011-12-11 01:09:11
5019,1369332,2011-12-11 00:20:08
5019,1388258,2011-12-11 00:04:59
5019,577399,2011-12-10 23:42:22
372211,73064,2011-12-11 01:03:16
372211,1388266,2011-12-11 00:02:26
91728,830953,2011-12-11 02:12:01
91728,3907,2011-12-11 01:52:13
91728,502602,2011-12-11 01:42:49
91728,1388276,2011-12-11 00:06:58
134808,1388291,2011-12-11 02:33:21
782,716637,2011-12-11 01:50:26
139533,180420,2011-12-11 02:26:50
23361,78574,2011-12-11 01:24:05
23361,577197,2011-12-10 23:48:50
438,1388313,2011-12-11 02:30:17
139533,1388315,2011-12-11 02:18:42
438,210786,2011-12-11 01:13:30
139533,57568,2011-12-11 02:13:03
3457,1027457,2011-12-11 02:21:21
3457,1388326,2011-12-11 02:20:27
3457,1355264,2011-12-11 02:20:06
3457,92030,2011-12-11 02:11:55
3457,1388328,2011-12-11 02:07:31
3457,1359716,2011-12-11 01:46:22
3457,1355553,2011-12-11 00:54:42
3457,1388329,2011-12-11 00:54:21
55696,1388334,2011-12-11 02:32:19
55696,1388335,2011-12-11 02:27:52
33158,1356495,2011-12-11 02:20:18
55696,1388336,2011-12-11 02:23:03
62787,450002,2011-12-11 01:52:44
55696,96934,2011-12-11 02:20:24
62787,1388339,2011-12-11 00:58:16
55696,1388341,2011-12-11 02:13:35
7282,1283572,2011-12-11 02:33:00
12022,287737,2011-12-11 02:33:57
12022,419027,2011-12-11 02:19:28
12022,1043356,2011-12-11 02:19:00
2421,1366135,2011-12-11 02:16:00
466138,1245063,2011-12-11 01:13:22
466138,492384,2011-12-11 01:13:17
6383,1388405,2011-12-11 02:17:34
10075,1388412,2011-12-11 02:31:00
10075,296810,2011-12-11 01:04:55
10060,98870,2011-12-11 01:55:47
10060,1388413,2011-12-11 01:14:39
419,1013484,2011-12-11 02:37:25
419,89947,2011-12-11 00:56:23
2031,1362063,2011-12-11 02:01:17
2031,346333,2011-12-11 01:18:46
2031,1388422,2011-12-11 01:03:59
2031,15780,2011-12-11 00:59:07
2031,1388423,2011-12-11 00:58:50
2031,1388424,2011-12-11 00:55:41
2031,217737,2011-12-11 00:52:11
2031,330787,2011-12-11 00:49:58
62026,274907,2011-12-11 02:28:48
62026,1348471,2011-12-11 02:27:07
62026,1388427,2011-12-11 02:09:00
62026,86820,2011-12-11 01:57:06
62026,977673,2011-12-11 01:43:08
62026,133320,2011-12-11 01:37:49
228544,348132,2011-12-11 00:45:33
228544,318023,2011-12-11 00:45:12
62026,116518,2011-12-11 00:28:47
228544,392280,2011-12-11 00:10:17
62026,12034,2011-12-10 23:37:13
62026,686425,2011-12-10 23:37:03
78477,51041,2011-12-11 01:15:26
1344,161808,2011-12-11 02:38:50
37296,40239,2011-12-11 02:29:24
48881,1388457,2011-12-11 01:10:50
48881,480947,2011-12-11 00:50:28
48881,1388460,2011-12-11 00:31:21
48881,233357,2011-12-11 00:09:39
101852,160146,2011-12-11 02:30:07
101852,1388490,2011-12-11 01:22:31
179327,1378207,2011-12-11 02:25:35
179327,1388534,2011-12-11 02:21:50
179327,1338343,2011-12-11 02:19:59
179327,125299,2011-12-11 02:08:21
69397,1388555,2011-12-11 02:17:15
69397,1388557,2011-12-11 02:09:09
114777,1388574,2011-12-11 02:27:32
114777,1359294,2011-12-11 02:12:16
114777,1388579,2011-12-11 02:04:42
114777,939891,2011-12-11 01:56:40
114777,1388582,2011-12-11 00:40:39
114777,1381547,2011-12-11 00:05:40
114777,1370607,2011-12-11 00:03:33
2908,219009,2011-12-11 02:22:44
2908,1388622,2011-12-11 00:46:31
273467,785689,2011-12-11 00:15:04
12968,1388640,2011-12-11 02:43:30
12968,1258549,2011-12-11 02:37:20
12968,1388641,2011-12-11 02:30:06
12968,779079,2011-12-11 02:24:48
12968,87084,2011-12-11 02:15:25
7770,1350506,2011-12-11 02:40:41
7770,20567,2011-12-11 02:38:39
12968,1388643,2011-12-11 02:10:47
12968,1387132,2011-12-11 02:10:18
7770,1388644,2011-12-11 02:23:07
7770,216774,2011-12-11 00:10:51
12968,1071589,2011-12-11 02:00:07
12968,1355451,2011-12-11 01:50:03
12968,1368310,2011-12-11 01:33:58
12968,213426,2011-12-11 01:31:42
12968,1368514,2011-12-11 01:26:43
6834,429631,2011-12-11 01:29:28
6834,85019,2011-12-11 01:24:29
147735,1345418,2011-12-11 01:40:28
6834,1388653,2011-12-11 01:04:19
51064,453908,2011-12-11 01:53:36
147735,1388654,2011-12-11 01:08:00
51064,799189,2011-12-11 01:26:24
147735,315181,2011-12-11 00:30:42
51064,734219,2011-12-11 01:26:21
147735,788294,2011-12-10 23:41:15
51064,253587,2011-12-11 00:55:58
51064,362853,2011-12-11 00:53:30
796091,1373179,2011-12-11 02:22:05
122945,1388670,2011-12-11 02:28:03
122945,1388671,2011-12-11 02:04:01
122945,1368846,2011-12-11 01:25:11
122945,1023209,2011-12-11 01:21:17
122945,1388673,2011-12-11 00:40:06
28193,1388676,2011-12-11 02:37:51
28193,170032,2011-12-11 02:32:12
28193,1336078,2011-12-11 02:13:23
32745,292774,2011-12-11 00:45:18
28193,1388680,2011-12-11 01:52:35
28193,1358169,2011-12-11 01:48:38
28193,914959,2011-12-11 00:55:22
88167,1388682,2011-12-11 02:00:40
28193,118797,2011-12-11 00:41:45
88167,227467,2011-12-11 00:45:37
28193,292886,2011-12-11 00:40:43
88167,1388683,2011-12-11 00:37:13
28193,204057,2011-12-11 00:13:49
88167,194809,2011-12-10 23:47:59
51375,1356290,2011-12-11 02:14:10
51375,1385491,2011-12-11 01:37:51
51375,1099332,2011-12-10 23:46:38
246248,1388703,2011-12-11 01:47:33
52412,1336809,2011-12-11 02:06:20
8468,1388708,2011-12-11 02:23:16
8468,980900,2011-12-11 02:22:58
8468,994536,2011-12-11 01:52:49
2061,399737,2011-12-11 02:35:49
2061,82635,2011-12-11 02:03:31
8468,1388709,2011-12-11 01:29:25
8468,1357885,2011-12-11 00:46:58
2061,1388710,2011-12-11 02:01:01
2061,447394,2011-12-11 01:52:28
2061,1353279,2011-12-11 01:28:33
2061,57484,2011-12-11 01:13:13
2061,1388715,2011-12-11 00:22:08
2061,1350704,2011-12-10 23:52:41
129098,697176,2011-12-11 00:35:39
129098,1374385,2011-12-11 00:28:21
129098,226892,2011-12-11 00:16:52
129098,459813,2011-12-10 23:54:08
114783,6066,2011-12-11 01:25:34
114783,824198,2011-12-11 00:48:52
114783,95853,2011-12-11 00:25:45
114783,1370351,2011-12-10 23:57:48
114783,1370350,2011-12-10 23:53:52
837,195510,2011-12-11 02:24:10
837,1388753,2011-12-11 01:51:24
1025,45766,2011-12-11 02:18:01
188615,1388762,2011-12-11 02:41:19
188615,1388763,2011-12-11 01:47:07
188615,247644,2011-12-11 01:44:20
188615,126323,2011-12-11 01:37:10
352579,1388766,2011-12-10 23:46:51
74507,53608,2011-12-11 02:24:12
74507,170818,2011-12-11 01:27:21
74507,680442,2011-12-11 01:13:44
28504,213444,2011-12-11 00:54:34
52492,66661,2011-12-11 01:20:01
52492,473423,2011-12-11 01:13:53
57198,118232,2011-12-11 02:43:36
57198,482082,2011-12-11 01:54:02
57198,378975,2011-12-11 01:53:56
8999,1388826,2011-12-11 01:53:01
8999,277580,2011-12-11 01:14:54
8999,768656,2011-12-11 00:46:25
8999,1388827,2011-12-11 00:15:39
8999,1388828,2011-12-11 00:11:47
8999,185158,2011-12-11 00:06:30
8999,1388829,2011-12-11 00:01:24
23377,1388834,2011-12-11 02:42:04
23377,137897,2011-12-11 00:01:54
273481,1388847,2011-12-11 02:27:12
1023,1380322,2011-12-11 02:33:06
1023,1388857,2011-12-11 02:21:37
1023,1388860,2011-12-11 02:10:49
1023,50182,2011-12-11 01:41:29
1023,1388863,2011-12-11 01:38:38
13721,1388872,2011-12-11 02:11:24
31924,1388873,2011-12-11 00:44:10
162142,1379136,2011-12-11 02:42:09
162142,725518,2011-12-11 02:06:19
162142,124676,2011-12-11 02:03:05
162142,57037,2011-12-11 01:21:29
162142,995693,2011-12-11 01:09:53
162142,1373127,2011-12-11 00:09:22
10086,82371,2011-12-11 02:15:31
10086,325462,2011-12-11 01:45:58
10086,1388885,2011-12-11 01:02:48
48779,401492,2011-12-11 02:48:06
48779,46907,2011-12-11 02:41:33
48779,1388886,2011-12-11 02:38:48
48779,49885,2011-12-11 02:33:31
48779,86761,2011-12-11 02:31:23
48779,290727,2011-12-11 02:29:27
48779,333327,2011-12-11 02:29:09
48779,83148,2011-12-11 02:26:42
48779,1388889,2011-12-11 02:25:26
48779,1372561,2011-12-11 02:23:39
48779,1121553,2011-12-11 02:23:13
48779,1388892,2011-12-11 02:20:32
48779,1388893,2011-12-11 02:15:39
48779,1388896,2011-12-11 02:12:36
48779,469494,2011-12-11 02:06:43
48779,1378354,2011-12-11 02:06:19
48779,1388901,2011-12-11 02:06:15
48779,1381436,2011-12-11 02:05:01
48779,272323,2011-12-11 02:04:18
48779,841052,2011-12-11 02:02:46
48779,1388907,2011-12-11 02:01:04
48779,1341110,2011-12-11 02:01:04
48779,1385524,2011-12-11 02:00:47
50722,1385057,2011-12-11 02:49:34
48779,1370743,2011-12-11 01:59:36
50722,106735,2011-12-11 02:43:50
48779,921225,2011-12-11 01:59:13
50722,1347550,2011-12-11 02:41:08
48779,346182,2011-12-11 01:58:47
50722,1388915,2011-12-11 02:39:29
48779,1388916,2011-12-11 01:56:44
50722,1388918,2011-12-11 02:33:49
48779,1388919,2011-12-11 01:56:22
7916,1388921,2011-12-11 02:30:23
50722,674455,2011-12-11 02:33:44
48779,1382680,2011-12-11 01:56:18
48779,106862,2011-12-11 01:55:16
50722,995579,2011-12-11 02:32:47
7916,1388922,2011-12-11 01:03:20
50722,1341753,2011-12-11 02:29:01
10936,1388925,2011-12-11 02:52:34
10936,1378280,2011-12-11 02:51:03
50722,932560,2011-12-11 02:02:11
10936,251016,2011-12-11 02:51:02
10936,1370232,2011-12-11 02:48:50
10936,425921,2011-12-11 02:44:27
50722,1388928,2011-12-11 01:54:00
10936,1388929,2011-12-11 02:40:03
50722,1388931,2011-12-11 00:52:32
10936,362444,2011-12-11 02:39:19
10936,89486,2011-12-11 02:38:16
50722,1388934,2011-12-11 00:51:45
50722,508996,2011-12-11 00:29:03
10936,1388935,2011-12-11 02:35:25
10936,1368154,2011-12-11 02:34:46
50722,1367316,2011-12-11 00:19:00
10936,1388940,2011-12-11 02:32:35
50722,411734,2011-12-11 00:16:10
10936,1378923,2011-12-11 02:30:14
50722,1388943,2011-12-11 00:14:34
10936,1348763,2011-12-11 02:27:38
10936,1357923,2011-12-11 02:27:08
10936,634075,2011-12-11 02:21:19
10936,1368340,2011-12-11 02:17:03
10936,1388949,2011-12-11 02:13:08
10936,1112432,2011-12-11 02:11:56
10936,950043,2011-12-11 02:10:49
10936,1380780,2011-12-11 02:07:56
10936,1335275,2011-12-11 02:06:27
10936,43820,2011-12-11 02:02:10
10936,1342906,2011-12-11 02:00:06
10936,1351199,2011-12-11 01:50:39
10936,382552,2011-12-11 01:50:11
10936,31152,2011-12-11 01:46:50
10936,1367566,2011-12-11 01:45:04
10936,1388956,2011-12-11 01:44:45
10936,1388957,2011-12-11 01:44:30
10936,86229,2011-12-11 01:44:25
10107,1388965,2011-12-11 01:51:38
10107,326669,2011-12-11 01:50:07
10107,775189,2011-12-11 01:47:36
10107,905905,2011-12-11 01:42:34
10107,1388966,2011-12-11 01:03:47
10107,1388967,2011-12-11 01:03:42
20729,650797,2011-12-11 02:28:03
7562,1389011,2011-12-11 02:14:12
7562,1389012,2011-12-11 02:03:35
7562,429805,2011-12-11 01:52:02
7562,459976,2011-12-11 01:50:05
7562,43721,2011-12-11 01:05:02
194935,1345443,2011-12-11 02:30:43
114687,1389014,2011-12-11 00:27:29
194935,1010864,2011-12-11 00:58:41
194935,297940,2011-12-11 00:46:18
194935,1389018,2011-12-11 00:42:26
78470,1358115,2011-12-11 02:29:13
78470,706653,2011-12-11 02:27:07
78470,153973,2011-12-11 01:59:35
13111,859856,2011-12-11 02:17:40
13111,1389034,2011-12-11 02:10:05
13111,1389036,2011-12-11 02:09:36
13111,1389039,2011-12-11 01:27:30
13111,1389041,2011-12-11 01:20:18
126033,1379225,2011-12-11 02:09:04
126033,83306,2011-12-11 01:02:11
420,308015,2011-12-11 02:47:44
76605,1893,2011-12-11 01:08:10
3317,1379415,2011-12-11 02:53:16
181286,1341474,2011-12-11 01:39:39
181286,1389098,2011-12-11 01:01:01
56280,215847,2011-12-11 00:52:47
397420,1374640,2011-12-11 02:28:01
33988,1389164,2011-12-11 02:01:28
194928,492568,2011-12-11 02:23:59
194928,272854,2011-12-11 02:23:22
194928,280483,2011-12-11 02:12:56
194928,1374107,2011-12-11 02:12:31
194928,1368394,2011-12-11 01:01:45
194928,609212,2011-12-11 00:59:39
194928,560040,2011-12-11 00:59:21
194928,653982,2011-12-11 00:58:57
11492,431252,2011-12-11 03:00:50
194928,1389169,2011-12-11 00:58:23
11492,244909,2011-12-11 03:00:28
194928,1362059,2011-12-11 00:32:55
11492,77598,2011-12-11 02:58:30
11492,1344433,2011-12-11 02:56:21
11492,1338971,2011-12-11 02:54:13
11492,1389173,2011-12-11 02:54:09
11492,1371569,2011-12-11 02:53:24
11492,1389174,2011-12-11 02:52:31
11492,1383243,2011-12-11 02:50:35
11492,64645,2011-12-11 02:49:45
11492,1373119,2011-12-11 02:47:17
11492,200624,2011-12-11 02:46:57
333823,1342320,2011-12-11 02:53:30
11492,1389179,2011-12-11 02:42:30
333823,1389180,2011-12-11 02:40:23
11492,1366399,2011-12-11 02:42:18
333823,1381370,2011-12-11 02:30:02
11492,1372928,2011-12-11 02:40:57
333823,1380360,2011-12-11 02:25:36
333823,265408,2011-12-11 02:24:44
11492,1349543,2011-12-11 02:39:24
11492,265011,2011-12-11 02:34:39
333823,1389184,2011-12-11 02:09:03
333823,651619,2011-12-11 02:08:46
333823,629183,2011-12-11 01:29:11
11492,1389185,2011-12-11 02:33:48
11492,1348212,2011-12-11 02:29:40
11492,297739,2011-12-11 02:29:32
833,210740,2011-12-11 02:42:10
11492,1389187,2011-12-11 02:24:39
11492,1389188,2011-12-11 02:20:34
11492,1384994,2011-12-11 02:12:13
11492,965295,2011-12-11 02:09:51
11492,1028976,2011-12-11 02:09:41
162143,1389189,2011-12-11 02:48:17
11492,1375031,2011-12-11 02:04:25
162143,378254,2011-12-11 02:05:00
11492,460725,2011-12-11 02:02:59
11492,1389190,2011-12-11 01:58:29
11492,1389193,2011-12-11 01:55:56
479695,1389194,2011-12-11 00:19:59
487833,1389195,2011-12-11 00:40:12
11492,1348174,2011-12-11 01:46:54
3060,1345162,2011-12-11 02:07:27
10936,657483,2011-12-11 03:02:50
10936,420217,2011-12-11 03:02:48
36563,1389242,2011-12-11 02:54:55
36563,413896,2011-12-11 02:29:55
36563,1389249,2011-12-11 02:16:26
36563,1389251,2011-12-11 02:15:54
36563,1389255,2011-12-11 02:06:58
238491,1389262,2011-12-11 02:23:30
238491,1389263,2011-12-11 01:33:46
238491,1389264,2011-12-11 00:54:27
309450,1383135,2011-12-11 00:52:57
6669,1340812,2011-12-11 02:56:18
246545,1313750,2011-12-11 01:52:36
246545,1389313,2011-12-11 01:52:29
246545,86103,2011-12-11 01:11:19
246545,1389315,2011-12-11 01:04:57
188629,81036,2011-12-11 00:42:08
261190,1223692,2011-12-11 01:49:12
261190,1389342,2011-12-11 01:32:51
261190,1004037,2011-12-11 00:11:13
93957,1389357,2011-12-11 02:09:08
93957,653414,2011-12-11 02:07:48
5834,28696,2011-12-11 02:58:45
372219,1335141,2011-12-11 02:56:21
5834,1341396,2011-12-11 02:35:48
5834,278254,2011-12-11 02:19:20
5834,270896,2011-12-11 02:09:36
372219,1346273,2011-12-11 02:21:18
237582,1335889,2011-12-11 02:15:49
237582,480234,2011-12-11 02:15:08
6248,370853,2011-12-11 01:54:54
6248,1389377,2011-12-11 00:54:22
6248,1389378,2011-12-11 00:36:44
50779,1389386,2011-12-11 02:51:21
50779,493521,2011-12-11 01:31:17
50779,1337829,2011-12-11 01:13:50
99544,1389394,2011-12-11 00:54:09
10094,66727,2011-12-11 01:32:45
10094,501481,2011-12-11 01:23:57
10094,905383,2011-12-11 01:23:21
283344,1389407,2011-12-11 00:10:46
10055,1389409,2011-12-11 02:00:15
7479,638790,2011-12-11 03:01:56
7479,1338186,2011-12-11 02:31:24
7479,290735,2011-12-11 01:43:00
7479,1389437,2011-12-11 01:26:22
1023,472240,2011-12-11 03:00:58
1023,78187,2011-12-11 02:57:47
50722,1389441,2011-12-11 03:07:06
50722,1389444,2011-12-11 03:06:40
50722,1384099,2011-12-11 03:06:20
63728,1389466,2011-12-11 01:11:54
63728,1375711,2011-12-11 01:10:26
6635,198346,2011-12-11 02:50:53
2427,261944,2011-12-11 03:11:29
2427,60367,2011-12-11 00:39:27
10064,1389488,2011-12-11 01:58:31
634997,1389496,2011-12-11 01:52:26
785173,1389504,2011-12-11 02:10:02
785173,1389505,2011-12-11 01:19:33
34035,1377761,2011-12-11 03:13:11
34035,87581,2011-12-11 03:12:56
34035,1024977,2011-12-11 03:11:40
34035,57955,2011-12-11 03:06:57
34035,334540,2011-12-11 02:59:28
34035,1384321,2011-12-11 01:09:58
397420,48545,2011-12-11 03:08:57
